sentence,gold_terms,term_type,source_dataset,is_single_word,is_multiword
i tak wielki szacun i podziw,szacun,slang,polish_youth_slang_classification,1,0
Jesteś top G.,Top G,slang,polish_youth_slang_classification,0,1
"Ciekawostka o Biedronce. Zasłyszane od zasłyszenia - te wszystkie palety to nie przez brak miejsca czy brak czasu pracowników, tylko odgórny prikaz, żeby wystawiać i pokazywać, ile to my nie mamy asortymentu. Sprawdzić nie mam jak, może jakiś pracownik Biedry to zobaczy i potwierdzi.",biedry,slang,polish_youth_slang_classification,1,0
Kozacko programujesz. Maciej zasługujesz na szastunek ludzi ulicy.,Szastunek,slang,polish_youth_slang_classification,1,0
"- Jak nie wiesz, o co kaman, to po ciula się odzywasz?",po ciula,slang,polish_youth_slang_classification,0,1
Nie ma to jak widok budowlańca kupującego bułki i monkey o 7 nad ranem.,Monkey,slang,polish_youth_slang_classification,1,0
"Ale Marti Renti to szon xd. Kolczyki w sutach wywalone na wierzch, wielbłądzie kopyto, bo spodnie trzeba zaciągnąć pod cycki.",szon,slang,polish_youth_slang_classification,1,0
Co za cwel,cwel,slang,polish_youth_slang_classification,1,0
"-jestes fajna, no cap",Cap,slang,polish_youth_slang_classification,1,0
"-Te, widziałeś jak Bartek przypakował? - No, niezły z niego golem",Golem,slang,polish_youth_slang_classification,1,0
-Widzisz jaka łaba tam siedzi? -gigantyczna,Łaba,slang,polish_youth_slang_classification,1,0
"- Wczoraj widziałem tą babę z Anglika, niezła ""laska"". Chce ją przelecieć; - A ja chce gwiazdkę z nieba",Ja chce gwiazdkę z nieba,slang,polish_youth_slang_classification,0,1
najwieksza sigma w polskim internecie,sigma,slang,polish_youth_slang_classification,1,0
"ciągle tłum pode mną, Crew jest za mną.",crew,slang,polish_youth_slang_classification,1,0
Stary weź się ogarnij bo jesteś jak teraz idiotą jak 150,weź się ogarnij,slang,polish_youth_slang_classification,0,1
- Co tak siedzisz nad tym kodem? - A no bo te testy co się wczoraj wywalały dziś już przechodzą - Klasyczne testy Małysza,Testy Małysza,slang,polish_youth_slang_classification,0,1
omg ale stylizacja wygladasz oblednie julcia,omg,slang,polish_youth_slang_classification,1,0
"Witam drogi Rezigiuszu, uważam, że mega plusem w tej edycji był Góral, który był jedynym takim ""normalnym"" uczestnikiem, oraz Young Multi, proszę go jako uczestnika w next, natomiast minusem niektóre zadania i Marti Renti. Sam sezon fajny, ale poprzendi był lepszy, dziękuję za te ponad 10 godzin wspaniałego programu i szczytu kinematografii. Absolute cinema.",absolute cinema,slang,polish_youth_slang_classification,0,1
-Odkąd chodzę na siłownie każda laska chce mi obciągnąć -Pushing P,Pushing P,slang,polish_youth_slang_classification,0,1
"- Byłeś wczoraj na festynie? - Taa byłem. - Były jakieś laski? - Przestań, same Zenki.",Zenki,slang,polish_youth_slang_classification,1,0
"Wszystko spoko, ale szkoda ze ktokolwiek te szmacisko Marti zaprosil do takiego fajnego programu. Oby szybko wyleciala i juz bedzie mozna ogladac ze spokojem.",szmacisko,slang,polish_youth_slang_classification,1,0
"- Ej mordo, słuchałeś tego nowego bitu z wczoraj? - Ta, ale grzeje!",Ale grzeje,slang,polish_youth_slang_classification,0,1
to ten szon z kamerek ? xd,szon,slang,polish_youth_slang_classification,1,0
-Ty ten Albercik kolejną zaprasza -No prawdziwy z niego Romeo,Romeo,slang,polish_youth_slang_classification,1,0
"Oglądam cie od początku Remek i po raz pierwszy podjąłeś zła decyzję apropo tego kto ci zrobi content dobry... Marcel to porażka na całej linii, twoj kanał ma przeciez wyzszy poziom o wiele niż to co ten człowiek ma do zaoferowania.... zostań przy dojrzałych ludziach i przyciagaj dojrzalych widzow, a nie patologie.",content,slang,polish_youth_slang_classification,1,0
"-Siemanko, lecimy dzisiaj do Kaśki? -Nie da rady dzisiaj muszę robić ruchy.",Robić ruchy,slang,polish_youth_slang_classification,0,1
"- Kiedyś w tym kinie bilety były za darmo, a nie jak teraz, że bilety kosztują 20 zł za osobę. - No kurła, kiedyś to było!","kurła, kiedyś to było",slang,polish_youth_slang_classification,0,1
Szon zawsze zostaje szonem czego ryczysz.,szon,slang,polish_youth_slang_classification,1,0
"- Dostałam kręconą frytkę w maku, kiedy zamówiłam zwykłe. - Ale slash!",Slash,slang,polish_youth_slang_classification,1,0
Marek to mega sztosiak.,Sztosiak,slang,polish_youth_slang_classification,1,0
"Ty, kurwa, kogo miało to rozbawić, bezbeku?",bezbeku,slang,polish_youth_slang_classification,1,0
-wzielismy naszego psa kiedy był gruby a teraz jest suchy jak patyk -stara to niesamowite,Suchy jak patyk,slang,polish_youth_slang_classification,0,1
- Ale Zośka dużo mówi. - Niezły z niej trąbibiusz.,Trąbibiusz,slang,polish_youth_slang_classification,1,0
"Takiej chęci mi narobili na jeżdżenie moto, że to jest hit. Wsiadłbym tak pojeździć w upale.",moto,slang,polish_youth_slang_classification,1,0
-spoko z niego ziomek -no dobry z niego gifer,Gifer,slang,polish_youth_slang_classification,1,0
"- Wow, ale z Marii gideja. - No zajefajna jest.",Gideja,slang,polish_youth_slang_classification,1,0
"- Czytałaś? Ojczym zakatował 4-letnią dziewczynkę i powiedział, że spadła z huśtawki. - Co za zwyrol! Dla takich nawet kara śmierci to za mało.",Zwyrol,slang,polish_youth_slang_classification,1,0
"-Ej, Ty wiesz że podobno Przema kręci femdom? -No cóż, każdy chuj ma swój strój...",Każdy chuj ma swój strój,slang,polish_youth_slang_classification,0,1
"-Patrz, ale bysiek!",Bysiek,slang,polish_youth_slang_classification,1,0
-ej stary kupuje łagodnego kebaba bo nie lubie ostrego -uważaj może to być łagodny judasz,Łagodny Judasz,slang,polish_youth_slang_classification,0,1
- Wstawił już oceny na USOSie - I jak? - dwója - uwalone - ujebał mnie - Odwalił 87% jebany - No to widzimy się na poprawie albo za rok,87%,slang,polish_youth_slang_classification,1,0
-Będziesz tam jutro? -Jasne bq.,bq,slang,polish_youth_slang_classification,1,0
"- Hej, chcesz ze mna firafafa? - tak pewnie!",Firafafa,slang,polish_youth_slang_classification,1,0
Najlepszy film podróżniczo - dokumentalny jaki dotąd obejrzałem! Sztos!,sztos,slang,polish_youth_slang_classification,1,0
- Ej idziesz do lewca? - No mogę iść,Lewca,slang,polish_youth_slang_classification,1,0
"Ziomek od ananasa i Marta to tacy cudowni ludzie, no nie mogę.",ziomek,slang,polish_youth_slang_classification,1,0
"- Ej widziałeś jak Gocha ostatnio się schlała. - Tak, co za menelica!",Menelica,slang,polish_youth_slang_classification,1,0
"Kurde, unlucky ziomek xdddd.",unlucky,slang,polish_youth_slang_classification,1,0
- A co jeśli się jej nie spodobam? - Przestań szukać drugiej dziury w dupie.,Szukać drugiej dziury w dupie,slang,polish_youth_slang_classification,0,1
Maja jest taka cute.,cute,slang,polish_youth_slang_classification,1,0
Nie no kurwa Maja Firek to mój crush.,crush,slang,polish_youth_slang_classification,1,0
- Marcin zobacz jakie ładne auto! - Dla mnie to szrot.,Szrot,slang,polish_youth_slang_classification,1,0
"-Jak ona mogła powiedzieć nauczycielce, że chcieliśmy iść na wagary? -No, ale z niej kiełbasiara.",Kiełbasiara,slang,polish_youth_slang_classification,1,0
"Wszystko jest ideolo moim skromnym zdaniem, a może by tak do jakiejś edycji wziąć i influ i widzów? Zgłaszam chęć.",ideolo,slang,polish_youth_slang_classification,1,0
"Poziom zadan niby okej, ale jakos tak te zadania tez niekorzystanie wypadaja przy drugim, czy nawet pierwszym sezonie. Po dwoch odcinkach bym powiedzial, ze ocena to jest 6,5/10 oby w kolejnych odcinkach bylo jakos lepiej, bo lubie ten format, ale nie do konca mi siedzi ten 3 sezon.",siedzi,slang,polish_youth_slang_classification,1,0
"- Mordo, podasz mi pasy do Netflixa? - Nie ma opcji, bo mi nie płacisz!",Pasy,slang,polish_youth_slang_classification,1,0
"Jak uwielbiam Julkę, sądzę że jest sabotażysta na 100%, daje mi trochę vibe Agi Grzelak w Mafii, nikt jej nie podejrzewa, każdy jej ufa. Zobaczymy...",vibe,slang,polish_youth_slang_classification,1,0
-Ej stary te dzieci sie do mnie prują -Co to za Kinder Mafia pierdzielona,Kinder Mafia,slang,polish_youth_slang_classification,0,1
Stary twoje odcinki są genialne.,stary,slang,polish_youth_slang_classification,1,0
"Jest u nas zagrożenie powodziowe, a od wczoraj jakaś babka na OLX sprzedaje worki z piaskiem za pieniądze. Polactwo na najwyższych obrotach.",Polactwo,slang,polish_youth_slang_classification,1,0
"Chujowy odcinek jak zawsze, nie pozdrawiam Adasiu.",chujowy,slang,polish_youth_slang_classification,1,0
"-Pamiętasz ostatnią imprezę? Całowałem się z taką Wiktorią, naprawdę niezła dupa -Ta, niezła... oprócz ciebie całowało się z nią jeszcze z 10 osób, jej cipa wygląda pewnie jak rękaw magika",Rękaw magika,slang,polish_youth_slang_classification,0,1
- Jutro mamy sprawdzian ziom dlaczego się nie uczysz? - Mam wyebane,Wyebane,slang,polish_youth_slang_classification,1,0
Siema Rezi pozdro byczku.,siema,slang,polish_youth_slang_classification,1,0
"- Siema stary, skumaj moje nowe ferrari prosto z salonu. - o kurwa, wow ale aveo!",aveo,slang,polish_youth_slang_classification,1,0
"- Jak u mechanika? - Ten typ to ćwok , zabrał kasę i nic nie zrobił!",Ćwok,slang,polish_youth_slang_classification,1,0
"-kiedyś to robili muzykę, nie to co teraz gówno elektroniczne -ok boomer",OK Boomer,slang,polish_youth_slang_classification,0,1
-Ale zajebista bluzę sobie kupiłeś! -To moja nowa szata diabła.,Szata diabła,slang,polish_youth_slang_classification,0,1
"Imo beka by była, gdyby każdy byłby Sabotażystą, przecież to by było takie cudo do oglądania.",beka,slang,polish_youth_slang_classification,1,0
"Szacun dla Kalucha, że oddał tę wygraną Góralowi. Wiedziałam, że Patec był sabotażystą.",szacun,slang,polish_youth_slang_classification,1,0
-Wynieś śmieci! -Lurwa! Wynosiłem godzinę temu!,Lurwa,slang,polish_youth_slang_classification,1,0
"Zagłosowałbym na Konfederację, ale odrzuca mnie że w tej partii jest tylu nacjololo.",nacjololo,slang,polish_youth_slang_classification,1,0
"Jurek, ty to jednak jesteś mega kidos",kidos,slang,polish_youth_slang_classification,1,0
-Nie mogę się doczekac nowej gry -Nie zesraj sie,Nie zesraj sie,slang,polish_youth_slang_classification,0,1
"- Maciek znowu uciekł z domu. - Jasna dupa, on to się nigdy nie nauczy.",Jasna dupa,slang,polish_youth_slang_classification,0,1
-Ej dlaczego Michał nie wychodzi? -No co ty? Przecież założyli mu iławski rolex,Iławski rolex,slang,polish_youth_slang_classification,0,1
"Uwielbiam twoje vlogi i Majusia taka cute i ta relacja między wami, niczego nie brakuje uwielbiam wasze vlogi.",cute,slang,polish_youth_slang_classification,1,0
werka dajesz vibe jak z pinteresta!!,vibe,slang,polish_youth_slang_classification,1,0
"U mnie w szkole palarnia była za rogiem dosłownie jak tu. Tylko pani od biologii mówiła, że palenie zabija, ale reszta luz.",palarnia,slang,polish_youth_slang_classification,1,0
- Co robimy? - Nie wiem. Możemy pooglądać filmiki na YT.,YT,slang,polish_youth_slang_classification,1,0
"- Dostałeś pałę z fizyki. - No kurwa Sherlock, chyba po coś mi jest Librus.",No kurwa Sherlock,slang,polish_youth_slang_classification,0,1
"-Coś Ty taki wkurzony? -Chłopie ta torba tak mnie zdenerwowała, że szkoda gadać",Torba,slang,polish_youth_slang_classification,1,0
Troche beka z paktu Kalucha Byrgiel i Machunik xddd.,beka,slang,polish_youth_slang_classification,1,0
Jeeej będzie Sebix bankowo.,sebix,slang,polish_youth_slang_classification,1,0
"Co to za typiara, z którą rozmawia Marcin?",Typiara,slang,polish_youth_slang_classification,1,0
omg to samo pomyslalam!!!!! oj wiemy wiemy,omg,slang,polish_youth_slang_classification,1,0
Animowana wstawka z krokodylem to sztos.,sztos,slang,polish_youth_slang_classification,1,0
A ta durna las cisowy wystawiła i szczęśliwa,Las cisowy,slang,polish_youth_slang_classification,0,1
ej widziałeś dziś co odjebał Miedziany? -ta przelizał się z tą procą,Miedziany,slang,polish_youth_slang_classification,1,0
"-Kto to tak dopierdolił? nie da się odkręcić -Stary, to ukraiński nit, bez diaxa nie ruszysz",Ukraiński nit,slang,polish_youth_slang_classification,0,1
Podoba mi się teledysk piękny a Ty Wera sztos wyglądasz bosko.,sztos,slang,polish_youth_slang_classification,1,0
"-wow, mordo, teraz to wymyśliłeś? -ta -ale jesteś spontanywny!",Spontanywny,slang,polish_youth_slang_classification,1,0
Podbijam opinie większości: Marcelowi podziękujemy.,podbijam,slang,polish_youth_slang_classification,1,0
"Ten koleś to niezły janusz, odkurzaczem chciał posprzątać rozlaną wodę.",janusz,slang,polish_youth_slang_classification,1,0
"Szkoła znowu wprowadziła nowe zasady, których nikt nie rozumie... prawdziwa Nasza Najświętsza Mateczka Rosyja",Nasza najświętsza mateczka rosyja,slang,polish_youth_slang_classification,0,1
"- O, zobacz, to ten lichuj łukasz chodź szybko zanim nas zobaczy",Lichuj,slang,polish_youth_slang_classification,1,0
- ej zdałam egzamin na prawo jazdy! - girl you ate that!,ate,slang,polish_youth_slang_classification,1,0
"Śliczna piosenka Wersow pamiętaj zawsze spełniaj marzenia i nie przejmuj się hejtem, bo oni ci po prostu zazdroszczą, naprawdę ta nuta wpada w ucho i jeszcze ten twój piękny głos pasuje idealnie do tej nutki.",nuta,slang,polish_youth_slang_classification,1,0
brawo sisi jestesmy dumni,sisi,slang,polish_youth_slang_classification,1,0
"Patec sigma, na serio udał mu się ten tekst.",sigma,slang,polish_youth_slang_classification,1,0
"- Za mało wypiłem dawaj kielona jeszcze. - Ja już czuje stan łaski uświęcającej, mam słabszą głowę haha.",Stan łaski uświęcającej,slang,polish_youth_slang_classification,0,1
"- Ej Krzysiek kiedy ty w końcu znajdziesz sobie normalną pracę? Żabka jest dla studentów. - Bartek no nie wiem.. chciałbym zmienić kreski na dłoni, ale na razie mam za mało kasy, by tak od razu zrezygnować. Trochę uzbieram, to może starczy mi aż sobie znajdę kolejną pracę.",Zmienić kreski na dłoni,slang,polish_youth_slang_classification,0,1
"- Te, żigori, masz tu dyche kup nam pan po browarku, reszta dla pana. - Ooo oui oui",Żigori,slang,polish_youth_slang_classification,1,0
"-Stary, słyszałeś co mówił Paweł? -Nie, a co? -Twierdzi że jest w stanie wygrać z nami w meczu sam -Co za omamus jebany xD",Omamus,slang,polish_youth_slang_classification,1,0
-Ej stary jeść mi się chce. -Dobra dawaj pójdziemy osiedlić araba.,osiedlić araba,slang,polish_youth_slang_classification,0,1
"- Widziałeś wczorajszy mecz? - Nie, kto wygrał - Niemcy - O KRUCA BOMBA serio?",Kruca Bomba,slang,polish_youth_slang_classification,0,1
"Te cycki to nie są smaczne. Kiedyś miałam tyle kompleksów odnośnie swoich, ale jak patrze na te wyeksponowane i wylewające się silikony u co drugiej influ, zaczełam lubic na nowo to co mam.",influ,slang,polish_youth_slang_classification,1,0
"Ej, no Patecki jest w ciul, jest sabo, pod koniec występu przestał grać.",W ciul,slang,polish_youth_slang_classification,0,1
"Trzeci mega dobry kandydat na projekt Genzie. Robiłby fajny kontent, wydaje się luźna mordeczka, która rozbawi każdego nawet podczas żałoby.",mordeczka,slang,polish_youth_slang_classification,1,0
-ty Ania to jest taka hotuwa że szok -no totalnie,hotuwa,slang,polish_youth_slang_classification,1,0
-Ej stary chodź zrobić te zadanie z matmy -Czekaj ide zmoczyć szyjkę,Zmoczyć szyjkę,slang,polish_youth_slang_classification,0,1
"- O, napisała do mnie Szyszka. - Serio? Ta cwelica? Ja bym ją zablokował.",cwelica,slang,polish_youth_slang_classification,1,0
Ale z jego ojca wapniak. Na nic mu nie pozwala.,Wapniak,slang,polish_youth_slang_classification,1,0
"Bruh Adam, jak trafiłeś? Halo, dosłownie jest 1:46, a ja skończyłam pić swoje, bo miałam ochotę przy oglądaniu.",bruh,slang,polish_youth_slang_classification,1,0
-Gregor patrz jaki wysoki współczynnik! -Mamma mia - masz rację.,Wysoki współczynnik,slang,polish_youth_slang_classification,0,1
"- Dzis kartkówka z bio, chemi, angielskiego i polskiego plus sprawdzian z matmy - O chuju złoty przecież ja nie zdam!",chuju złoty,slang,polish_youth_slang_classification,0,1
-Dawaj stary w plener idziemy -Dobra a będziemy lufen machen?,Lufen Machen,slang,polish_youth_slang_classification,0,1
- Czy moja żona mnie zdradza? - Jak chuj.,jak chuj,slang,polish_youth_slang_classification,0,1
- Ty czemu on się tak śmieje jak on nic nie palił jeszcze. - Duch zioła go ujarał jak nic mordo.,Duch zioła,slang,polish_youth_slang_classification,0,1
-Wygrałam konkurs fotograficzny! - Slay queen!,Slay queen,slang,polish_youth_slang_classification,0,1
"- Idę do Żabki, chcesz coś? - Weź mi czipsy i chmiel .",Chmiel,slang,polish_youth_slang_classification,1,0
"- A co jak mnie okradną? - Stary, ogarnij dupę, przecież nie zabrałeś nic zbytnio wartościowego.",Ogarnij dupę,slang,polish_youth_slang_classification,0,1
Proszę żeby Patec sigma został.,sigma,slang,polish_youth_slang_classification,1,0
"-Malborasek, kiedy ostatnio miałem cię w ustach...",Malborasek,slang,polish_youth_slang_classification,1,0
"- ej, Damian a Marcin zdał do 7 klasy? - a ciul wie!",A ciul wie!,slang,polish_youth_slang_classification,0,1
mega mid ten outfit Oli,mid,slang,polish_youth_slang_classification,1,0
"Sory Werka, myślałam że przyzwyczaję sie do tych zębów ale z pomalowanymi ustami to wyglada jak u konia.",sory,slang,polish_youth_slang_classification,1,0
- Jak ci się podoba szisza? - Kajf!,Kajf,slang,polish_youth_slang_classification,1,0
Ojciec mnie woła. BRB,BRB,slang,polish_youth_slang_classification,1,0
Góral największy sigma.,sigma,slang,polish_youth_slang_classification,1,0
Ustrzelili z buta odrazu 2 sabotażystów to głosowanie anulowane żeby ratować program,Z buta,slang,polish_youth_slang_classification,0,1
- Chłop robi 0/15 karthusem - Jebany posysacz,Posysacz,slang,polish_youth_slang_classification,1,0
Jak mozna nie rozrozniac Gorala od górnika typiara ma wgl mozg ?,typiara,slang,polish_youth_slang_classification,1,0
"— I jak tam ta laska, stary? — Eee tem, jedna nocka, szybka akcja i zerwałem, słaba była. — Co ty, redpill jakiś?",Redpill,slang,polish_youth_slang_classification,1,0
"Straszna padaka, że wywaliliście Pateca, aż się oglądać odechciało. Wprowadziliście jakąś beznadziejną zasadę, co oprócz wyeliminowania naprawdę barwnej postaci nie jest ciekawa i nie wnosi nic do gry. Żenua.",padaka,slang,polish_youth_slang_classification,1,0
omg to jest obok mnie ja wiem gdzie mieszka rezi,omg,slang,polish_youth_slang_classification,1,0
Szczerze tego Golfa bym za 500 przygarnął na upalanie by się nadal.,Upalanie,slang,polish_youth_slang_classification,1,0
- Widziałeś nowy teledysk na YT? - Jasne! Oglądałem już z 5 razy! Normalnie sztos!,Sztos,slang,polish_youth_slang_classification,1,0
-Masz bilet? -Nie -To walimy Kanaring? -No jasne!,Kanaring,slang,polish_youth_slang_classification,1,0
"- I wtedy przyszła kabiniara i zabrała nam flaszkę. - Ty debilu, przy stewkach się nie pije!",kabiniara,slang,polish_youth_slang_classification,1,0
- Kto się tak drze pod pensjonatem? - Jakaś Warszafka przyjechała.,Warszafka,slang,polish_youth_slang_classification,1,0
-Jutro kończymy szybciej -fajniusio,fajniusio,slang,polish_youth_slang_classification,1,0
"Wieczorem siadłem na kanapę, włączyłem telewizor. Patrzę, a tam bulbulator!",Bulbulator,slang,polish_youth_slang_classification,1,0
"Są ludzie, z którymi nie mogę się bujać, nawet jeśli buja mnie ich muza",bujać,slang,polish_youth_slang_classification,1,0
"Mój lapek po dwóch latach nieformatowania i zasyfiania go zaczął się chrzanić w ten sposób, że użycie procesora skakało do 100%.",lapek,slang,polish_youth_slang_classification,1,0
Mój kolega Kamil to taki Ciężki przypadek,Ciężki przypadek,slang,polish_youth_slang_classification,0,1
"Miasto zakorkowane, no a beje najebane",beje,slang,polish_youth_slang_classification,1,0
Chociaż długo hardcorowo padał deszcz,hardcorowo,slang,polish_youth_slang_classification,1,0
"- Ale wyłapał bombę na plecy. - Noo, prawdziwe Przyjęcie Suchoklatesa.",Przyjęcie Suchoklatesa,slang,polish_youth_slang_classification,0,1
"- Dawid znowu przegrał pół wypłaty w pokera, jest w nim dramatyczny -Gościu, w czym on nie jest chujowy?",Chujowy,slang,polish_youth_slang_classification,1,0
- O chłopie! Psycha sitting,Psycha Sitting,slang,polish_youth_slang_classification,0,1
"-Ej stary, widzisz ten mecz? Barcelona to pewniaczek! -Rzeczywiście, w sumie też się założę",Pewniaczek,slang,polish_youth_slang_classification,1,0
chciałem kupić nowe gacie ale były tylko ściskojaje,Ściskojaje,slang,polish_youth_slang_classification,1,0
"O jezu, pamiętam jak oglądałem to w telewizji. Niesamowity cringe złapał.",cringe,slang,polish_youth_slang_classification,1,0
"Moim zdaniem chłop jest trochę osrany, a tłumaczy się jak winny xd. Prosta sprawa, 23 lub 5 procent.",osrany,slang,polish_youth_slang_classification,1,0
- Hej kolego. - Elo ziomek.,elo ziomek,slang,polish_youth_slang_classification,0,1
Ale z tej dziewczyny otwarte okienko.,Otwarte okienko,slang,polish_youth_slang_classification,0,1
- Na siłownie idź ulana świnio - Morda psie,Morda psie,slang,polish_youth_slang_classification,0,1
"A gdy Twój dealer długo nie miał nic, co najmniej kilka dni czekał na towar i ma w końcu dziś, to orzeł wylądował.",Orzeł wylądował,slang,polish_youth_slang_classification,0,1
"Zawsze rozśmieszają mnie twoje komentarze, masz to coś, dlatego najlepiej mi się ciebie ogląda. Ten wajb, dziękuje, że poprawiasz mi humor.",wajb,slang,polish_youth_slang_classification,1,0
Zaraz zaczynamy więc GL&HF,GL&HF,slang,polish_youth_slang_classification,0,1
"- Zachowujecie się jak bydło! I nie będę was za to przepraszać, gorzej niż niepełnosprawni!",Bydło,slang,polish_youth_slang_classification,1,0
- Patryk skoczył z 5 metrów i nie złamał nogi! - Skilla nie kupisz!,Skilla nie kupisz,slang,polish_youth_slang_classification,0,1
- Przespałam się z nim wtedy. - Jak mogłaś?! To największy dupek jaki istnieje!,dupek,slang,polish_youth_slang_classification,1,0
"-to co jaramy to zielsko -ale z ciebie spizgus,to już czwarty skręt dzisiaj.",Spizgus,slang,polish_youth_slang_classification,1,0
- Ty patrz jaki bambik! - Dawaj zabijamy go.,Bambik,slang,polish_youth_slang_classification,1,0
"- A ty jeszcze nie śpisz? Co ty tu niby robisz o tej porze? - A, siedzę tu, bo mam jutro ważną prezentację, a dopiero dzisiaj sobie o niej przypomniałem. A która niby jest godzina? - Teraz to chyba jakoś za piętnaście jedenasta. - O kruca fuks, a jutro muszę wstać na siódmą! No trudno, zostawię to, co mam, resztę najwyżej dopowiem słownie.",Kruca fuks,slang,polish_youth_slang_classification,0,1
"- Już 45 minut odkurzasz to mieszkanie. Śpiesz się, bo cię północ ścignie!",Bo cię północ ścignie,slang,polish_youth_slang_classification,0,1
-ej stary kupię sobie wibrator -po co? Potrzebne ci to jak dziwce majtki,Potrzebne ci to jak dziwce majtki,slang,polish_youth_slang_classification,0,1
-Chyba zagadam do Mai -Stary przecież to jest moczydło -A no tak,Moczydło,slang,polish_youth_slang_classification,1,0
"- Proszę Pani, ja chciałem Pani powiedzieć, że Pani córka to jest zwykły szon. - Szon? A co to jest szon?! - Kurwiszon.",Szon,slang,polish_youth_slang_classification,1,0
- Przegrywamy 5-0! - Ale Warzywo Gaming,Warzywo Gaming,slang,polish_youth_slang_classification,0,1
- Ej jedziesz ze mną do tego ziomka co ostatnio? - Spierdalaj nie będę znowu jechać tam gdzie psy chujami wodę pompują!,Gdzie psy chujami wodę pompują,slang,polish_youth_slang_classification,0,1
"-Ej ziomek obczaj jakie bogo powinąłem na dropie. -No, niezły sztos item. Ty to jednak jesteś streetwearowiec.",Streetwearowiec,slang,polish_youth_slang_classification,1,0
"Karol, mocno się przygotowałeś! Zdecydowanie brakuje nam na polskim rynku youtubowym inwestycji z USA, bo już osiągnęliśmy peak mocnych projektów. Robienie takich dużych rzeczy jak MrBeast się u nas nie opłaca, ale jak ktoś przyjdzie i wspomoże, to pójdzie to w totalnie innym kierunku! Szacun!",szacun,slang,polish_youth_slang_classification,1,0
Ale jesteś Bartek skibidi sigma.,sigma,slang,polish_youth_slang_classification,1,0
"- O kurna, zaczęło się… - Tera to musimy napisać ten huragan z Polaka. Będzie pała na pewno…",Huragan,slang,polish_youth_slang_classification,1,0
-... i tak się skończyła ta historia -Szczerze? Mocne,Szczerze? Mocne,slang,polish_youth_slang_classification,0,1
"- Przeprowadzam się na wieś. Uwielbiam ciszę i spokój. - Ale będziesz miał daleko do pracy. - Cóż, wszystko ma swoje zady i walety.",Zady i walety,slang,polish_youth_slang_classification,0,1
"Błagam o Multiego w ""Sabotażyście 4"", to będzie taki banger xddddddddddd",banger,slang,polish_youth_slang_classification,1,0
-Ej ziomek Bartek nie przyszedł dziś do szkoły. -Essa,Essa,slang,polish_youth_slang_classification,1,0
"Stary, ale miałem dzisiaj poróbstwo z rana. Wstaję, a tu jakaś laska leży obok.",Poróbstwo,slang,polish_youth_slang_classification,1,0
"- Skur, wiedziałem, że mi nie zaliczy.",Skur,slang,polish_youth_slang_classification,1,0
"-Ty pa jaki typ, szczerzy zęby jakby był jakimś psem. -Olać go, przecie to wykręt.",Wykręt,slang,polish_youth_slang_classification,1,0
nierob i atencjusz chory? ojej...,atencjusz,slang,polish_youth_slang_classification,1,0
"Mordo nie przejmuj się. Mówiłem, że Gold Digger",Gold Digger,slang,polish_youth_slang_classification,0,1
"Dobrze że Goral wygrał, bo ci influenserzy nie potrzebują więcej kasy.",kasy,slang,polish_youth_slang_classification,1,0
Dawno nie miałem takiej porcji cringe'u.,cringe,slang,polish_youth_slang_classification,1,0
"Świetny teledysk, sztos piosenka.",sztos,slang,polish_youth_slang_classification,1,0
Werka mega nuta więcej takich.,nuta,slang,polish_youth_slang_classification,1,0
Slay queen idzie ci świetnie,Slay queen,slang,polish_youth_slang_classification,0,1
Friz jesteś pipa tyle widać wszystkiego się boisz amator jak małe dziecko.,amator,slang,polish_youth_slang_classification,1,0
- Co tam Maciej taka klimba zapchana? - A tak wczoraj do klimby zajebałem że mnie dalej nosi,Klimba,slang,polish_youth_slang_classification,1,0
"niewazne jaka sukienka, we wszystkich wygladasz bosko!!! petarda nati!",petarda,slang,polish_youth_slang_classification,1,0
"-kocham multiego -yikes, cringe",Yikes,slang,polish_youth_slang_classification,1,0
Typy co powinni być wyrzuceni w 1 odcinku są w finale xd.,typy,slang,polish_youth_slang_classification,1,0
-Ile jeszcze kilometrów zostało do Pruszcza? -Plus minus miliard.,Plus minus miliard,slang,polish_youth_slang_classification,0,1
Kiedy walisz beton wtedy ja zarabiam monety i pliki,beton,slang,polish_youth_slang_classification,1,0
"Psycha mi siada, będzie magik za dwa lata",Magik,slang,polish_youth_slang_classification,1,0
"-Znasz Kubę z 1a L.O -Tak znam, Kutaz z niego",Kutaz,slang,polish_youth_slang_classification,1,0
"Wiedziałeś, że TVN przyblokował i nie można było edytować kekw.",kekw,slang,polish_youth_slang_classification,1,0
"- Te gówniak, chcesz być łamany?- - Nie, już oddaje ci kieszonkowe-",chcesz być łamany?,slang,polish_youth_slang_classification,0,1
- Brachu! Dostałem 6 z przyrki! - Haha a gdyby babcia drucik miała to by radiem była,"Gdyby babcia drucik miała, to by radiem była.",slang,polish_youth_slang_classification,0,1
luźne gacie bracie,luźne gacie,slang,polish_youth_slang_classification,0,1
- Ej Zdzisław cho do mnie na Netflix and chill - Spoko tylko wezmę gumki,Netflix and chill,slang,polish_youth_slang_classification,0,1
"No tak z dupy panowie tą przewage wzięli, bo Krystian zna pół miasta, a Kali nie jest jakimś noname.",noname,slang,polish_youth_slang_classification,1,0
