sentence,gold_terms,term_type,source_dataset,is_single_word,is_multiword,start_offset,end_offset,split,dataset_group,id
"نسخه 5 براي يك جريان پروتوكل هاي آزمايشي تعيين كرده شده اند ديگر شماره نسخه معمولا براي پروتكل هاي آزمايشي تعيين كرده شده اند اما بطور وسيعي استفاده نشده اند . IPaddressing و مسير يابي : شايد بيشترين نمودهاي مجموعه IP مسير يابي و آدرس هاي هستد addrerring به اينكه چگونه انتهاي hot ها به صورت IPaddresses تعيين مي گردد و اينكه چگونه و اينكه چگونه زير شبكه هاي addresses تقسيم كرده شوند و به يكديگر طبقه بندي مي كردند تخصص داده مي شوند مسير يابي ip بوسيله تمام host ها انجام گرديده مي شود اما بطور مهمترين بوسيله مسير يابل interetwork كه به طور نمونه هم در مدخل دروني پروتوكل ها IGPS , و هم در مدخل خروجي پروتكل ها EGPS به كار مي روند كه كمك به ساختن تصميمات Forwarding داتاگرام IP از ميان شبكه هاي اتصالي IP مي كنند",دخل خروجي پروتكل ها E,long_form,sdu_aaai22_ae_persian,0,1,593,613,train,persian,
"نسخه 5 براي يك جريان پروتوكل هاي آزمايشي تعيين كرده شده اند ديگر شماره نسخه معمولا براي پروتكل هاي آزمايشي تعيين كرده شده اند اما بطور وسيعي استفاده نشده اند . IPaddressing و مسير يابي : شايد بيشترين نمودهاي مجموعه IP مسير يابي و آدرس هاي هستد addrerring به اينكه چگونه انتهاي hot ها به صورت IPaddresses تعيين مي گردد و اينكه چگونه و اينكه چگونه زير شبكه هاي addresses تقسيم كرده شوند و به يكديگر طبقه بندي مي كردند تخصص داده مي شوند مسير يابي ip بوسيله تمام host ها انجام گرديده مي شود اما بطور مهمترين بوسيله مسير يابل interetwork كه به طور نمونه هم در مدخل دروني پروتوكل ها IGPS , و هم در مدخل خروجي پروتكل ها EGPS به كار مي روند كه كمك به ساختن تصميمات Forwarding داتاگرام IP از ميان شبكه هاي اتصالي IP مي كنند",دخل دروني پروتوكل ها I,long_form,sdu_aaai22_ae_persian,0,1,556,577,train,persian,
شكل 25 - مدار تك خطي SVC,SVC,acronym,sdu_aaai22_ae_persian,1,0,21,24,train,persian,
‫و قابلیت اطمینان ‬ ‫ برنامه های کاربردی اینترنت اشیاء در حال کمک به توسعه سیستم عامل ها برای اجرای محیط ‬ ‫ سیستم های زندگی کمکی ) ‪ ( 1AAL ‬ برای افراد ناتوان است ‪ .‬ که خدماتی در زمینه های ‪ ،‬ دستیاری و ‬,1AAL,acronym,sdu_aaai22_ae_persian,1,0,136,140,train,persian,
‫و قابلیت اطمینان ‬ ‫ برنامه های کاربردی اینترنت اشیاء در حال کمک به توسعه سیستم عامل ها برای اجرای محیط ‬ ‫ سیستم های زندگی کمکی ) ‪ ( 1AAL ‬ برای افراد ناتوان است ‪ .‬ که خدماتی در زمینه های ‪ ،‬ دستیاری و ‬,سیستم های زندگی کمکی,long_form,sdu_aaai22_ae_persian,0,1,109,129,train,persian,
‫ داخل و خارج حوزه ‪ RIP‬ قرار دارند می باشند ‪ .‬‬ ‫ ‪ 68 ‬‬ ‫‪www . college prozheh . com ‬‬,RIP‬,acronym,sdu_aaai22_ae_persian,1,0,21,25,train,persian,
3 - روش و زبان برنامه نويسي PLC 7 3 - كنترل كننده هاي منطقي برنامه پذير امروزي 9 4 - نحوه كار PLC 9,PLC,acronym,sdu_aaai22_ae_persian,1,0,28,31,train,persian,
Windows Media Player نسخه 10 تحت موبایل Photo Caller ID که عکس فرد تماس گیرنده را نشان می دهد .,ID,acronym,sdu_aaai22_ae_persian,1,0,53,55,train,persian,
PHP Code : $ x < 5 اگر مقدار x مثلا 3 باشد این عملگر True رو برمی گرداند .,PHP,acronym,sdu_aaai22_ae_persian,1,0,0,3,train,persian,
‫سپس مثال ‪ 1 - 1 ‬ پیکربندی مربوطه و بعضی دستور های نمایش را در مسیریاب ‪ RD2 ‬ نشان دهد که قبل از اسوتفاده از ‬ ‫دستور فاصله اندازی برای جلوگیری از بروز مشکل مورد استفاده قرار می گیرند ‪ . ‬ این مثال نشان می دهد که مسویریاب ‬,RD2,acronym,sdu_aaai22_ae_persian,1,0,75,78,train,persian,
فيلتر گاوسي پايين‌گذر ( G - LPF ) پاسخ ضربه‌اي در حوزه‌ي زمان به صورت زير دارد : كه محدوده‌ي تغييرات از 0 تا بي‌نهايت است . در رابطه‌ي بالا Q ( t ) تابع احتمال گاوسي با فرمول زير است :,LPF,acronym,sdu_aaai22_ae_persian,1,0,28,31,train,persian,
فيلتر گاوسي پايين‌گذر ( G - LPF ) پاسخ ضربه‌اي در حوزه‌ي زمان به صورت زير دارد : كه محدوده‌ي تغييرات از 0 تا بي‌نهايت است . در رابطه‌ي بالا Q ( t ) تابع احتمال گاوسي با فرمول زير است :,فيلتر گاوسي پايين‌گذر,long_form,sdu_aaai22_ae_persian,0,1,0,21,train,persian,
‫‪ . ‬ دستور ‪ show ip policy ‬ تنها نشان می دهد که میانجی کدام ‪ PBR ‬ توانمند است و از نقشه مسیر استفاده کرده ‬,PBR,acronym,sdu_aaai22_ae_persian,1,0,66,69,train,persian,
- نوع دوم ، کلیدهای هوشمند معمولی هستند که به آنها : VIT Smart Switch و یا به طور خلاصه VSS گفته می شود . از VSS ها به تعداد لازم در نقاط قطع و وصل شبکه ، در خط اصلي و,VSS,acronym,sdu_aaai22_ae_persian,1,0,88,91,train,persian,
- نوع دوم ، کلیدهای هوشمند معمولی هستند که به آنها : VIT Smart Switch و یا به طور خلاصه VSS گفته می شود . از VSS ها به تعداد لازم در نقاط قطع و وصل شبکه ، در خط اصلي و,کلیدهای هوشمند معمولی,long_form,sdu_aaai22_ae_persian,0,1,12,33,train,persian,
‫ قرار دارد در جدول توپولوژی ‬ OSDF ‫ هیچ کدام از شبکه هایی که در داخل حوزه ‬ ، ‫ فهرست می کند ‬ EIGRP . ‫ نیست‬ ، ‫ قرار دارد ‬ EIGRP ‫ که در ‬ R2 ‫ مربوط به ‬,EIGRP,acronym,sdu_aaai22_ae_persian,1,0,97,102,train,persian,
‫ قرار دارد در جدول توپولوژی ‬ OSDF ‫ هیچ کدام از شبکه هایی که در داخل حوزه ‬ ، ‫ فهرست می کند ‬ EIGRP . ‫ نیست‬ ، ‫ قرار دارد ‬ EIGRP ‫ که در ‬ R2 ‫ مربوط به ‬,OSDF,acronym,sdu_aaai22_ae_persian,1,0,31,35,train,persian,
‫‪ 3 - 3 ‬ باز توزیع به سمت پروتکل ‪ 21 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . OSPF‬‬ ‫‪ 3 - 3 - 1‬ مرجع دستور باز توزیع ‪ 21 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . OSPF‬‬,OSPF‬‬,acronym,sdu_aaai22_ae_persian,1,0,553,559,train,persian,
. ‫ماند ‬ ‫ با زیر شبکه ‬ ، OSPF ‫ به سمت ‬ EIGR ‫ باز توزیع از ‬3 - 1 ‫ مثال‬,OSPF,acronym,sdu_aaai22_ae_persian,1,0,28,32,train,persian,
. ‫ماند ‬ ‫ با زیر شبکه ‬ ، OSPF ‫ به سمت ‬ EIGR ‫ باز توزیع از ‬3 - 1 ‫ مثال‬,EIGR,acronym,sdu_aaai22_ae_persian,1,0,44,48,train,persian,
ريتم را با استفاده از متنهاي شناخته شده و به روش سعي و خطا متن رمز شده را بشكند . با اين سه شرط دليلي وجود ندارد كه كليد رمزنگاري را نتوان به صورت عمومي در اختيار همه قرار داد . RSA,RSA,acronym,sdu_aaai22_ae_persian,1,0,178,181,train,persian,
‫ ‪ RD2 ‬ به حوزه ‪ 2 ‬ برمی گردد ‪ .‬‬ ‫این مسیر طوالنی به دلیل آنکه تبلیغات مسیریابی که در جهت مخالف جریان دارند ‪ ،‬ اتفاق می افتند تبلیوغ از ‪ RD2 ‬ بوه ‬,RD2,acronym,sdu_aaai22_ae_persian,1,0,4,7,train,persian,
‬ در سمت راست ‪ ، ‬‬ ‫‪ ، R5 ‬ مسیری که از ‬ ‫ ‪ ABR R4 ‬ نشان داده شده است که ارزش تام آن ‪ 128 ‬ است ‪ . ‬ سپس ‬ ‫ مسیر عبوری از ‬,ABR,acronym,sdu_aaai22_ae_persian,1,0,49,52,train,persian,
كنتاكتهاي حالت عادي بسته ( NC ) كنتاكتهاي حالت عادي باز ( NO ) 1 - 3 - 5 - 3 كنتاكتورها و هاديها بايد طوري انتخاب شود كه جريان بار نامي را به طور مداوم بتواند تحمل كند و در اين حال هيچ ‌گونه خسارت يا آسيبي به آن يا اجزاي مجاور آن وارد نشود .,NO,acronym,sdu_aaai22_ae_persian,1,0,58,60,train,persian,
كنتاكتهاي حالت عادي بسته ( NC ) كنتاكتهاي حالت عادي باز ( NO ) 1 - 3 - 5 - 3 كنتاكتورها و هاديها بايد طوري انتخاب شود كه جريان بار نامي را به طور مداوم بتواند تحمل كند و در اين حال هيچ ‌گونه خسارت يا آسيبي به آن يا اجزاي مجاور آن وارد نشود .,NC,acronym,sdu_aaai22_ae_persian,1,0,27,29,train,persian,
كنتاكتهاي حالت عادي بسته ( NC ) كنتاكتهاي حالت عادي باز ( NO ) 1 - 3 - 5 - 3 كنتاكتورها و هاديها بايد طوري انتخاب شود كه جريان بار نامي را به طور مداوم بتواند تحمل كند و در اين حال هيچ ‌گونه خسارت يا آسيبي به آن يا اجزاي مجاور آن وارد نشود .,كنتاكتهاي حالت عادي بسته,long_form,sdu_aaai22_ae_persian,0,1,0,24,train,persian,
كنتاكتهاي حالت عادي بسته ( NC ) كنتاكتهاي حالت عادي باز ( NO ) 1 - 3 - 5 - 3 كنتاكتورها و هاديها بايد طوري انتخاب شود كه جريان بار نامي را به طور مداوم بتواند تحمل كند و در اين حال هيچ ‌گونه خسارت يا آسيبي به آن يا اجزاي مجاور آن وارد نشود .,كنتاكتهاي حالت عادي باز,long_form,sdu_aaai22_ae_persian,0,1,32,55,train,persian,
1 - 1 - 11 - 4 - طیف گسترده ( SPREAD SPECTRUM ) 86 2 - 1 - 11 - 4 - سیستم های رادیویی UHF / VHF 88 3 - 1 - 11 - 4 - سیستمهای رادیو ترانک 88,UHF,acronym,sdu_aaai22_ae_persian,1,0,86,89,train,persian,
1 - 1 - 11 - 4 - طیف گسترده ( SPREAD SPECTRUM ) 86 2 - 1 - 11 - 4 - سیستم های رادیویی UHF / VHF 88 3 - 1 - 11 - 4 - سیستمهای رادیو ترانک 88,VHF,acronym,sdu_aaai22_ae_persian,1,0,92,95,train,persian,
بدين ترتيب برنامه هاي نوشته شده به روش FBD عبارتند از يك سري جعبه كه به يكديگر متصل گرديده اند . روشهاي فوق الذكر معمولاً بطور مستقل كاربرد چنداني ندارد و اغلب براي عيب يابي و يا شناخت منطق كنترل سيستم ناشناخته بسيار مفيد است . شكل پايين يك نمونه برنامه نوشته شده به روش CSF را نمايش مي دهد .,FBD,acronym,sdu_aaai22_ae_persian,1,0,39,42,train,persian,
بدين ترتيب برنامه هاي نوشته شده به روش FBD عبارتند از يك سري جعبه كه به يكديگر متصل گرديده اند . روشهاي فوق الذكر معمولاً بطور مستقل كاربرد چنداني ندارد و اغلب براي عيب يابي و يا شناخت منطق كنترل سيستم ناشناخته بسيار مفيد است . شكل پايين يك نمونه برنامه نوشته شده به روش CSF را نمايش مي دهد .,CSF,acronym,sdu_aaai22_ae_persian,1,0,271,274,train,persian,
خلاصه : نشان داده شد كه محيط‌هاي بسياري وجود دارد كه در آنها به طور طبيعي شرايط ناسازگاری برای عملكرد توربين گازي وجود دارد ، اما جنرال الكتريك ( GE ) حوزة وسيعي از تجهيزاتی را که بر رفتار دهانة ورودي توربين اثر گذارند گسترش داده است كه اجازه مي‌دهد ماشين‌هاي ساخت آن با اين شرايط سازگار شده و به صورت موفقيت‌آميزي كار كنند . با اطلاعات داده شده در اين مقاله اميد است كه كاربران توربين گازي قادر باشند نيازمنديهاي دروني سيستم را براي رفتار دهانة ورودي هوا بشناسند تا با آگاهي و كارداني بيشتر قسمت‌هاي مختلف تجهيزات و اپشن های ان را بکار گرفته انتخاب كنند . مهندسان جنرال الكتريك داراي چندين سال تجربه در اين زمينه هستند و آمادة مشاوره و كمك در انتخاب قسمت‌هاي مختلف دهانه ورودي و تجهيزات مناسب براي افزايش كارايي و بازده توربين گازي ، افزایش قابليت اعتماد آن و افزایش ضریب نگهداري سيستم مي‌باشند .,GE,acronym,sdu_aaai22_ae_persian,1,0,146,148,train,persian,
خلاصه : نشان داده شد كه محيط‌هاي بسياري وجود دارد كه در آنها به طور طبيعي شرايط ناسازگاری برای عملكرد توربين گازي وجود دارد ، اما جنرال الكتريك ( GE ) حوزة وسيعي از تجهيزاتی را که بر رفتار دهانة ورودي توربين اثر گذارند گسترش داده است كه اجازه مي‌دهد ماشين‌هاي ساخت آن با اين شرايط سازگار شده و به صورت موفقيت‌آميزي كار كنند . با اطلاعات داده شده در اين مقاله اميد است كه كاربران توربين گازي قادر باشند نيازمنديهاي دروني سيستم را براي رفتار دهانة ورودي هوا بشناسند تا با آگاهي و كارداني بيشتر قسمت‌هاي مختلف تجهيزات و اپشن های ان را بکار گرفته انتخاب كنند . مهندسان جنرال الكتريك داراي چندين سال تجربه در اين زمينه هستند و آمادة مشاوره و كمك در انتخاب قسمت‌هاي مختلف دهانه ورودي و تجهيزات مناسب براي افزايش كارايي و بازده توربين گازي ، افزایش قابليت اعتماد آن و افزایش ضریب نگهداري سيستم مي‌باشند .,جنرال الكتريك,long_form,sdu_aaai22_ae_persian,0,1,130,143,train,persian,
‫▪ در مورد مسیریاب ‪ ، RD1 ‬ که باز توزیع را اجرا کرده است ‪ ،‬ جدول توپولوژی ‪ EIGRP ‬ از طریق باز توزیع ‪ ، ‬‬ ‫ واسط خروجی فهرست می کند ‪ .‬‬ ‫▪ همه مسیرهای باز توزیع شده تخمین ‪ FD‬ مشابهی دارند ( ‪ ، ) 25 68448‬ چون همه آنها از یک متریک جز ‬,EIGRP,acronym,sdu_aaai22_ae_persian,1,0,80,85,train,persian,
‫▪ در مورد مسیریاب ‪ ، RD1 ‬ که باز توزیع را اجرا کرده است ‪ ،‬ جدول توپولوژی ‪ EIGRP ‬ از طریق باز توزیع ‪ ، ‬‬ ‫ واسط خروجی فهرست می کند ‪ .‬‬ ‫▪ همه مسیرهای باز توزیع شده تخمین ‪ FD‬ مشابهی دارند ( ‪ ، ) 25 68448‬ چون همه آنها از یک متریک جز ‬,FD‬,acronym,sdu_aaai22_ae_persian,1,0,182,185,train,persian,
‫▪ در مورد مسیریاب ‪ ، RD1 ‬ که باز توزیع را اجرا کرده است ‪ ،‬ جدول توپولوژی ‪ EIGRP ‬ از طریق باز توزیع ‪ ، ‬‬ ‫ واسط خروجی فهرست می کند ‪ .‬‬ ‫▪ همه مسیرهای باز توزیع شده تخمین ‪ FD‬ مشابهی دارند ( ‪ ، ) 25 68448‬ چون همه آنها از یک متریک جز ‬,RD1,acronym,sdu_aaai22_ae_persian,1,0,23,26,train,persian,
‫ ﻧﻈﯿﺮ ﺑﻪ ﻧﻈﯿﺮ ﻏﯿﺮ ﺳﺎﺧﺖ ﯾﺎﻓﺘﻪ اﻏﻠﺐ ﺑﻪ ﺻﻮرت ﺳﯿﻞآﺳﺎ ﻋﻤﻞ ﻣﯽﮐﻨﻨﺪ ﮐﻪ اﯾـﻦ روش داراي ﺳـﺮﺑﺎر ارﺗﺒﺎﻃـﺎﺗﯽ ‬ ‫ ﻣﯽﺑﺎﺷﺪ ‪ . ‬ اﻏﻠﺐ روشﻫﺎي ﻧﻈﯿﺮ ﺑﻪ ﻧﻈﯿﺮ ﺳﺎﺧﺖ ﯾﺎﻓﺘﻪ ﻧﯿﺰ از ‪ DHT ‬ ﺑﺮاي اﯾﻦ ﮐﺎر اﺳﺘﻔﺎده ﻣﯽﮐﻨﻨـﺪ ﮐـﻪ از ﺟﻤﻠـﻪ ‬,DHT,acronym,sdu_aaai22_ae_persian,1,0,159,162,train,persian,
"در نتیجه ساخت Datamart بسیار سریع تر از کل انبار داده ها است . یکی از گام های مهم در فرآیند ساخت انبار داده ها مرحله ETL است . در این مرحله داده ها از پایگاه داده های سیستم های تراکنشی , واکنشی شده و پس از پالایش در انبار داده ها قرار می گیرد .",ETL,acronym,sdu_aaai22_ae_persian,1,0,117,120,train,persian,
به عنوان مثال زمانی که شما از websocket Polyfill استفاده می کنید این اسکریپت کلاس window . websocket را با همان مقادیر و متدهای اورجینال Websocket در مرورگرهای قدیمی ایجاد می نماید . بنابراین احتیاجی به نگارش API متفاوت برای مرورگرهای قدیمی نبوده تنها کافیست API اصلی ( websocket ) را توسعه داده و با استفاده از websocket Polyfill این قابلیت را به مرورگرهای قدیمی بیافزایید . تقریبا برای تمامی ویژگی هایی که Modernizr شناسایی می کند یک اسکریپت polyfill جهت بهینه سازی آن ویژگی HTML5 ) یا CSS3 ( برای مروگرهای قدیمی نوشته شده است .,API,acronym,sdu_aaai22_ae_persian,1,0,209,212,train,persian,
به عنوان مثال زمانی که شما از websocket Polyfill استفاده می کنید این اسکریپت کلاس window . websocket را با همان مقادیر و متدهای اورجینال Websocket در مرورگرهای قدیمی ایجاد می نماید . بنابراین احتیاجی به نگارش API متفاوت برای مرورگرهای قدیمی نبوده تنها کافیست API اصلی ( websocket ) را توسعه داده و با استفاده از websocket Polyfill این قابلیت را به مرورگرهای قدیمی بیافزایید . تقریبا برای تمامی ویژگی هایی که Modernizr شناسایی می کند یک اسکریپت polyfill جهت بهینه سازی آن ویژگی HTML5 ) یا CSS3 ( برای مروگرهای قدیمی نوشته شده است .,HTML5,acronym,sdu_aaai22_ae_persian,1,0,477,481,train,persian,
به عنوان مثال زمانی که شما از websocket Polyfill استفاده می کنید این اسکریپت کلاس window . websocket را با همان مقادیر و متدهای اورجینال Websocket در مرورگرهای قدیمی ایجاد می نماید . بنابراین احتیاجی به نگارش API متفاوت برای مرورگرهای قدیمی نبوده تنها کافیست API اصلی ( websocket ) را توسعه داده و با استفاده از websocket Polyfill این قابلیت را به مرورگرهای قدیمی بیافزایید . تقریبا برای تمامی ویژگی هایی که Modernizr شناسایی می کند یک اسکریپت polyfill جهت بهینه سازی آن ویژگی HTML5 ) یا CSS3 ( برای مروگرهای قدیمی نوشته شده است .,CSS3,acronym,sdu_aaai22_ae_persian,1,0,488,491,train,persian,
1 - 3 - دسته‌بندي SVC‌ها 9 الف - SVC نوع امپدانس متغير 9 ب - انواع SVC با استفاده از مبدل‌هاي الكترونيك قدرت 10,SVC‌ه,acronym,sdu_aaai22_ae_persian,0,1,18,22,train,persian,
1 - 3 - دسته‌بندي SVC‌ها 9 الف - SVC نوع امپدانس متغير 9 ب - انواع SVC با استفاده از مبدل‌هاي الكترونيك قدرت 10,SVC,acronym,sdu_aaai22_ae_persian,1,0,67,70,train,persian,
از سكشنالايزر براي جداسازي و ايزوله كردن بخش‌هاي سالم از معيوب استفاده مي‌شود و از آن نمي‌توان براي قطع ‌كردن خطا استفاده كرد و مي‌توان از آن براي كمك كردن به ديژنكتور يا ريكلوزر استفاده كرد . مدلي از يك سكشنالايزر به نام TVS در شكل آمده در اين مدل يك دسته زرد رنگ براي باز و يا بستن به طور دستي موجود است و در زمان اتوماتيك اگر كاهش ولتاژ و يا تلفات ولتاژ و يا هر خطايي به هر دليلي بوجود بيايد سكشنالايزر باز مي‌شود و اگر قبل از اين كه سكشنالايزر ريست شود اتفاق بيفتد TVS باز و Lochoue مي‌شود . مكانيزم داده‌هايي از TVS 15 و TVS 27 با هم مقايسه شده است .,TVS,acronym,sdu_aaai22_ae_persian,1,0,222,225,train,persian,
این مشکل وقتی متوسط سرعت خودرو ها افزایش می یابد بیشتر حیاتی می شود ، ما سیستم خود را برای سرعت متوسط m / s35 شبیه سازی می کنیم . گرچه کاهش تاخیر باعث افزایش علایم تکراری می شود اما هنوز بزرگتر از UMB است . این یک واقعیت است ک ه بر خلاف UMB ، DP - IB قادر به پنهان کردن مشکل است چون از دو روش hand- shake سبک IEEE 802 . 11 استاندارد MAC استفاده می کند و همچنین واقعیت این است که خود علایم مقداری ترافیک اضافی تحمیل می کنند و این باعث تاخیر بیشتر در شبکه می شود .,UMB,acronym,sdu_aaai22_ae_persian,1,0,197,200,train,persian,
این مشکل وقتی متوسط سرعت خودرو ها افزایش می یابد بیشتر حیاتی می شود ، ما سیستم خود را برای سرعت متوسط m / s35 شبیه سازی می کنیم . گرچه کاهش تاخیر باعث افزایش علایم تکراری می شود اما هنوز بزرگتر از UMB است . این یک واقعیت است ک ه بر خلاف UMB ، DP - IB قادر به پنهان کردن مشکل است چون از دو روش hand- shake سبک IEEE 802 . 11 استاندارد MAC استفاده می کند و همچنین واقعیت این است که خود علایم مقداری ترافیک اضافی تحمیل می کنند و این باعث تاخیر بیشتر در شبکه می شود .,MAC,acronym,sdu_aaai22_ae_persian,1,0,333,336,train,persian,
این مشکل وقتی متوسط سرعت خودرو ها افزایش می یابد بیشتر حیاتی می شود ، ما سیستم خود را برای سرعت متوسط m / s35 شبیه سازی می کنیم . گرچه کاهش تاخیر باعث افزایش علایم تکراری می شود اما هنوز بزرگتر از UMB است . این یک واقعیت است ک ه بر خلاف UMB ، DP - IB قادر به پنهان کردن مشکل است چون از دو روش hand- shake سبک IEEE 802 . 11 استاندارد MAC استفاده می کند و همچنین واقعیت این است که خود علایم مقداری ترافیک اضافی تحمیل می کنند و این باعث تاخیر بیشتر در شبکه می شود .,IEEE,acronym,sdu_aaai22_ae_persian,1,0,309,313,train,persian,
این مشکل وقتی متوسط سرعت خودرو ها افزایش می یابد بیشتر حیاتی می شود ، ما سیستم خود را برای سرعت متوسط m / s35 شبیه سازی می کنیم . گرچه کاهش تاخیر باعث افزایش علایم تکراری می شود اما هنوز بزرگتر از UMB است . این یک واقعیت است ک ه بر خلاف UMB ، DP - IB قادر به پنهان کردن مشکل است چون از دو روش hand- shake سبک IEEE 802 . 11 استاندارد MAC استفاده می کند و همچنین واقعیت این است که خود علایم مقداری ترافیک اضافی تحمیل می کنند و این باعث تاخیر بیشتر در شبکه می شود .,DP,acronym,sdu_aaai22_ae_persian,1,0,243,245,train,persian,
این مشکل وقتی متوسط سرعت خودرو ها افزایش می یابد بیشتر حیاتی می شود ، ما سیستم خود را برای سرعت متوسط m / s35 شبیه سازی می کنیم . گرچه کاهش تاخیر باعث افزایش علایم تکراری می شود اما هنوز بزرگتر از UMB است . این یک واقعیت است ک ه بر خلاف UMB ، DP - IB قادر به پنهان کردن مشکل است چون از دو روش hand- shake سبک IEEE 802 . 11 استاندارد MAC استفاده می کند و همچنین واقعیت این است که خود علایم مقداری ترافیک اضافی تحمیل می کنند و این باعث تاخیر بیشتر در شبکه می شود .,IB,acronym,sdu_aaai22_ae_persian,1,0,248,250,train,persian,
اگر چه به روزرسانی‌های اندروید 2 . 1 چندان چشمگیر نبود ، ولی برای گوگل یک تغییر استراتژیک به حساب می‌آمد . شاید این موضوع ارتباط مستقیمی با دستکاری ظاهر اصلی اندروید و عرضه نسخه‌های سفارشی برای شرکای تجاری این شرکت در محصولات‌شان داشته است . گوگل کوشید تا با همکاری مستقیم با شرکت HTC محصول اختصاصی خود را روانه بازار کند ، گوشی تلفن همراهی که تجربه‌ای ناب از اندروید 2 . 1 باشد و هیچ دستکاری در سیستم ‌عامل آن روی نداده باشد ، و درست همان اندروید ایده‌آلی باشد که در ذهن گوگل نقش بسته است .,HTC,acronym,sdu_aaai22_ae_persian,1,0,281,284,train,persian,
سري دوم ، اسمارت‌فون‌هاي سري 80 هستند كه تعداد نرم‌افزارهاي آنها به اندازه سري 60 نيست . اسمارت‌فون‌هاي سري 90 براي گوشي‌هاي خاصي طراحي شده كه از لحاظ سيستم ‌عامل ، امكانات بسياري را به كاربر ارائه مي‌‌دهد ، اما مانند سري 80 در پشتيباني از برخي نرم‌افزارها مشكل ‌ دارد . آخرين سري اسمارت فون‌هاي UIQ هستند كه اين سيستم ‌عامل بيشتر براي گوشي‌هاي قلم‌دار كاربرد دارد .,UIQ,acronym,sdu_aaai22_ae_persian,1,0,296,299,train,persian,
1 - 3 - 6 - مدل p - out - of - q این مدل بدین معنی است که یک فرایند به طور همزمان درخواست q منبع را می نماید و تا زمانی که p منبع را بدست آورد ، مسدود می ماند . این مدل نوع دیگر AND - OR است که ترکیبی از مدلهای OR و AND است به عنوان مثال ( b OR c ) AND q .,OR,acronym,sdu_aaai22_ae_persian,1,0,211,213,train,persian,
1 - 3 - 6 - مدل p - out - of - q این مدل بدین معنی است که یک فرایند به طور همزمان درخواست q منبع را می نماید و تا زمانی که p منبع را بدست آورد ، مسدود می ماند . این مدل نوع دیگر AND - OR است که ترکیبی از مدلهای OR و AND است به عنوان مثال ( b OR c ) AND q .,AND,acronym,sdu_aaai22_ae_persian,1,0,216,219,train,persian,
سایر مشخصات سیمولاتور جامع در پیوست 1 ذکر گردیده است . شکل 5 . 6 : جدول زمانی و تراژکتوری سرعت جبهه پارتو منتجه از الگوریتم NSGA - II در ثانیه دهم از شروع عملکرد سیستم در شکل 6 . 6 نشان داده شده است .,NSGA,acronym,sdu_aaai22_ae_persian,1,0,124,128,train,persian,
چون در این سازمانها مساله امنیت و نوع خطراتی که شبکه ها را تهدید می کند و نحوه مقابله با آنها اهمیتی حیاتی دارد . اقدامات امنیتی اولیه باید به نحوی باشد که مزایای شبکه های بی سیم همچنان پا برجا و محفوظ بماند و راهکارهای امنیتی آنقدر دشوار نباشند که علت وجودی شبکه بی سیم را ذکر سوال ببرند . با توجه به ضعف های امنیتی که در مشخصه های بنیادین WLANها وجود دارد ، سازمانهایی همچون LEEE و Wi - Fi سه مکانیزم امنیتی کلی را برای WLANها استاندارد کرده اند .,LEEE,acronym,sdu_aaai22_ae_persian,1,0,377,381,train,persian,
چون در این سازمانها مساله امنیت و نوع خطراتی که شبکه ها را تهدید می کند و نحوه مقابله با آنها اهمیتی حیاتی دارد . اقدامات امنیتی اولیه باید به نحوی باشد که مزایای شبکه های بی سیم همچنان پا برجا و محفوظ بماند و راهکارهای امنیتی آنقدر دشوار نباشند که علت وجودی شبکه بی سیم را ذکر سوال ببرند . با توجه به ضعف های امنیتی که در مشخصه های بنیادین WLANها وجود دارد ، سازمانهایی همچون LEEE و Wi - Fi سه مکانیزم امنیتی کلی را برای WLANها استاندارد کرده اند .,WLANه,acronym,sdu_aaai22_ae_persian,1,0,422,426,train,persian,
چون در این سازمانها مساله امنیت و نوع خطراتی که شبکه ها را تهدید می کند و نحوه مقابله با آنها اهمیتی حیاتی دارد . اقدامات امنیتی اولیه باید به نحوی باشد که مزایای شبکه های بی سیم همچنان پا برجا و محفوظ بماند و راهکارهای امنیتی آنقدر دشوار نباشند که علت وجودی شبکه بی سیم را ذکر سوال ببرند . با توجه به ضعف های امنیتی که در مشخصه های بنیادین WLANها وجود دارد ، سازمانهایی همچون LEEE و Wi - Fi سه مکانیزم امنیتی کلی را برای WLANها استاندارد کرده اند .,چون در این سازمانها مساله امنیت و نوع خطراتی که شبکه ها را تهدید می کند و نحوه مقابله با آنها اهمیتی حیاتی دارد . اقدامات امنیتی اولیه باید به نحوی باشد که مزایای شبکه های بی سیم همچنان پا برجا و محفوظ بماند و راهکارهای امنیتی آنقدر دشوار نباشند که علت وجودی شبکه بی سیم را ذکر سوال ببرند . با توجه به ضعف های امنیتی که در مشخصه های بنیادین WLANها وجود دارد ، سازمانهایی همچون LEEE و Wi - Fi سه,long_form,sdu_aaai22_ae_persian,0,1,0,394,train,persian,
