sentence,gold_terms,term_type,source_dataset,is_single_word,is_multiword,start_offset,end_offset
"""ricky williams at an interview: "" i have a bouve after me",bouve,slang,lm_lexicon_slang,1,0,44,49
"""antonio es un gilipolla ""anthony is an asshole""""",gilipolla,slang,lm_lexicon_slang,1,0,15,24
i grew up in bako but moved away as soon as i had the chance,bako,slang,lm_lexicon_slang,1,0,13,17
i enjoyed giving my girlfriend a chuggaaconroy last night,a chuggaaconroy,slang,lm_lexicon_slang,0,1,31,46
hail damorte,damorte,slang,lm_lexicon_slang,1,0,5,12
"i had that kill, but you did a chicken steal",chicken steal,slang,lm_lexicon_slang,0,1,31,44
gone pass me over the leets n dillutes,leets,slang,lm_lexicon_slang,1,0,22,27
i went to belize over the summer and it was amazing,belize,slang,lm_lexicon_slang,1,0,10,16
"""that bitch has her period, i'm not tryna get that shit all over my dick, i'm just gunna tell her to b.o.m.p",b.o.m.p,slang,lm_lexicon_slang,0,1,101,108
albino blacksheep was started in 1998,albino blacksheep,slang,lm_lexicon_slang,0,1,0,17
what a stupid bitch,stupid bitch,slang,lm_lexicon_slang,0,1,7,19
"when sharing a bed with a sexy lady after a long night of drinking, flavoring the burrito instead of sharing a blanket could help get jace a second date",flavoring the burrito,slang,lm_lexicon_slang,0,1,68,89
dix love,dix,slang,lm_lexicon_slang,1,0,0,3
cameron had happy day with kim last night,happy day,slang,lm_lexicon_slang,0,1,12,21
brilliant black dodge charger,brilliant black,slang,lm_lexicon_slang,0,1,0,15
yo dude i banged that laute last night,laute,slang,lm_lexicon_slang,1,0,22,27
anthony was so dee-runk that he fell face first into the toilet,dee-runk,slang,lm_lexicon_slang,0,1,15,23
dude eric was pissed when we did that popover the other day; we got him in the middle of his porn session,popover,slang,lm_lexicon_slang,1,0,38,45
"hogway: i'm feeling like taking a cutty pie heavy kosh: oh i'm so down, let me pack this tin",cutty pie,slang,lm_lexicon_slang,0,1,34,43
babagadoosh,babagadoosh,slang,lm_lexicon_slang,1,0,0,11
scalito cast the tie-breaking vote in perot vs,scalito,slang,lm_lexicon_slang,1,0,0,7
i downed some disco water with half a gram in it like 10 minutes ago and i'm coming up,disco water,slang,lm_lexicon_slang,0,1,14,25
i cannot seem to make an offers to my customer using my siebel system as it is experiencing the jeb factor,jeb factor,slang,lm_lexicon_slang,0,1,96,106
"after my friend mike ate some of my mother's chicken curry, he had to take a desi dump",desi dump,slang,lm_lexicon_slang,0,1,77,86
grandmon's pumpkin pie is birdie num num,birdie num num,slang,lm_lexicon_slang,0,1,26,40
i went goodwill hunting for some cheap polos yesterday,goodwill hunting,slang,lm_lexicon_slang,0,1,7,23
hotspots can be found using [crowdsourced] online mapping databases - allowing mobile applications to use this data to provide location-based hotspot finding,hotspot,slang,lm_lexicon_slang,1,0,0,7
burcu is a godess,burcu,slang,lm_lexicon_slang,1,0,0,5
little johnny likes to echo jump his roomate,echo jump,slang,lm_lexicon_slang,0,1,23,32
"tim: nice bubes sandy: thanks, my family has a long line of women with bubes",bubes,slang,lm_lexicon_slang,1,0,10,15
the pap went to main st to shoot (photograph) the celebrities,pap,slang,lm_lexicon_slang,1,0,4,7
that game that i bought from bob is really gazz,gazz,slang,lm_lexicon_slang,1,0,43,47
that bitch got the herpaderp,herpaderp,slang,lm_lexicon_slang,1,0,19,28
"when ralph learned that the steve had wrecked his car, he went bull mode on him",bull mode,slang,lm_lexicon_slang,0,1,63,72
the new arizona state law caused everyjuan to go and protest the law hoping it would get banned,everyjuan,slang,lm_lexicon_slang,1,0,33,42
looking for a quality e-fed? try the acw,acw,slang,lm_lexicon_slang,1,0,37,40
"omfg, dude you just became holy crap",holy crap,slang,lm_lexicon_slang,0,1,27,36
svea ; oh hey look its svea,svea,slang,lm_lexicon_slang,1,0,0,4
"matt: mate, i fucked helga last night kyle: eww, she's hairy and fat, you're such a bear stuffer",bear stuffer,slang,lm_lexicon_slang,0,1,84,96
i assume i am right,assume,slang,lm_lexicon_slang,1,0,2,8
batty boy get kicked in de face~elephant man,batty boy,slang,lm_lexicon_slang,0,1,0,9
"""we're having a boybeque tonight oh gee, can we come? i'll make some sal",boybeque,slang,lm_lexicon_slang,1,0,16,24
this fucking catera takes more money from my wallet than my crackwhore prostitute wife,catera,slang,lm_lexicon_slang,1,0,13,19
i'm going to score some cross tops for the concert when i get paid,cross tops,slang,lm_lexicon_slang,0,1,24,34
3 konata is [mai waifu],3,slang,lm_lexicon_slang,1,0,0,1
"man, i just had the best 40 minute shower",40 minute shower,slang,lm_lexicon_slang,0,1,25,41
lick my bolz,bolz,slang,lm_lexicon_slang,1,0,8,12
brandon barnes is an amazing person,brandon barnes,slang,lm_lexicon_slang,0,1,0,14
"if you just won the lottery, that's kablamo",kablamo,slang,lm_lexicon_slang,1,0,36,43
"i'll see you later whitney, i'm chine to bed",chine,slang,lm_lexicon_slang,1,0,32,37
"""we just took a dicking from manchester united - arsenal fans, 2011",dicking,slang,lm_lexicon_slang,1,0,16,23
"tommy was born in cancun, mexico, he is mexican",mexican,slang,lm_lexicon_slang,1,0,40,47
hailey :jeez girl your such an auto-mattox,auto-mattox,slang,lm_lexicon_slang,0,1,31,42
"dude, i was fucking this chick when she had a fucking chocolate fish bomb",chocolate fish bomb,slang,lm_lexicon_slang,0,1,54,73
yo momma gots schmugeggie on ho lips,schmugeggie,slang,lm_lexicon_slang,1,0,14,25
i smushed the death cap in his soup and he was like,death cap,slang,lm_lexicon_slang,0,1,14,23
my typhlosion get a crit oooooh crit,crit,slang,lm_lexicon_slang,1,0,20,24
"dipdi is one successful ainga zingha, especially in the eyebrow threading business, one of the great ainga zingha traditions",ainga zingha,slang,lm_lexicon_slang,0,1,24,36
that john is a dirty blouke i do say,blouke,slang,lm_lexicon_slang,1,0,21,27
dezmund [caring] but sometimes too much,dezmund,slang,lm_lexicon_slang,1,0,0,7
"""my acrobatic skills are so pwwwhhhnage, that i should be able to leap across this deadly swamp, johnny thought after being addictive to morrowind for 2years",morrowind,slang,lm_lexicon_slang,1,0,137,146
"p1: man, did you see ken jennings on jeopardy last week? p2: yeah, he got totally ruttered in three straight games by brad rutter himself",ken jennings,slang,lm_lexicon_slang,0,1,21,33
"fuck me, it is as cold as a cunt out here",cold as a cunt,slang,lm_lexicon_slang,0,1,18,32
"""hey did you get some last night man? ""yeah, but she turned out to be a power puff girl",power puff,slang,lm_lexicon_slang,0,1,72,82
"my doctor's office refuses to bill insurance companies any more, so i was out of pocket for the entire payment until i did all of the paperwork myself for reimbursement",out of pocket,slang,lm_lexicon_slang,0,1,74,87
"you don't remeber your girlfriend birthday chase, your sucha fucking burn victim",burn victim,slang,lm_lexicon_slang,0,1,69,80
"roger:oh i say, what is that smell? jane:why pardon me roger, i do believe ive just done a pardy",pardy,slang,lm_lexicon_slang,1,0,91,96
"when you've got the 'roids, a nice backsplash is so soothing",backsplash,slang,lm_lexicon_slang,1,0,35,45
look at that girl shes got a face like a fox licking shit off a thistle,face like a fox licking shit off a thistle,slang,lm_lexicon_slang,0,1,29,71
"""{persona} said that exact same thing only two minutes ago, and now {personb} is already recycling it? ""i know, he's such a cheshire",cheshire,slang,lm_lexicon_slang,1,0,124,132
i'm gunna double agent these bitches,double agent,slang,lm_lexicon_slang,0,1,10,22
do u see that cute guy? yea he looks like a gustavo,gustavo,slang,lm_lexicon_slang,1,0,44,51
"after a night on the booze and kebabs, noel opened the door of the channel tunnel funnel and gave birth to a dead otter",channel tunnel funnel,slang,lm_lexicon_slang,0,1,67,88
did you get to see big john and theresa at the rally?,big john,slang,lm_lexicon_slang,0,1,19,27
"dear points of view, i was very unhappy after i watched bonekickers on bbc1 last night",bonekickers,slang,lm_lexicon_slang,1,0,56,67
how do i always pick the buggy with the fucked up wheels?,buggy,slang,lm_lexicon_slang,1,0,25,30
"look at that bizzod over there bwoih, i'd like to get to know her",bizzod,slang,lm_lexicon_slang,1,0,13,19
"im a 92y doing an 11b's job, what up, im joas",joas,slang,lm_lexicon_slang,1,0,41,45
t'est un caulisse de con; t'a pas remarquer que je chiais,caulisse,slang,lm_lexicon_slang,1,0,9,17
i was just screwing around when i [flashed] her--but i never expected a flashback,flashback,slang,lm_lexicon_slang,1,0,72,81
did you hear peter gobsmacked me last night? the only was he was ever going to get his lips on me,gobsmacked,slang,lm_lexicon_slang,1,0,19,29
those buckeye(s) are amazing,buckeye(s),slang,lm_lexicon_slang,0,1,6,16
ivan was shocked to find that zdenka is an actual 9gaggette,9gaggette,slang,lm_lexicon_slang,1,0,50,59
mikey and lauren are always jexin',jexin',slang,lm_lexicon_slang,1,0,28,34
"""salesman: ""congratulations folks, you are approved for chinese financing",chinese financing,slang,lm_lexicon_slang,0,1,56,73
she was really into him but got bounced by the blonde girl,bounced,slang,lm_lexicon_slang,1,0,32,39
dude i'm bounced,bounced,slang,lm_lexicon_slang,1,0,9,16
"what is your name? snuggles, boo boo snuggles",boo boo snuggles,slang,lm_lexicon_slang,0,1,29,45
"tom has, mobsters, mafia wars, rockstars and heroes he is an appaholic",appaholic,slang,lm_lexicon_slang,1,0,61,70
cartoon network and 4kids are mostly responsible for the godawful anime that plays in the us,anime,slang,lm_lexicon_slang,1,0,66,71
p1: i really miss camp p2: ktt p1: to me community means equality and kindness towards everyone p2: ktt,ktt,slang,lm_lexicon_slang,1,0,27,30
"your face is the common denominator in three robberies at your place of work, which implies you have a connection to these robberies, although we could be wrong",common denominator,slang,lm_lexicon_slang,0,1,17,35
"the druggies broke into my flat, and stole my choof box",choof box,slang,lm_lexicon_slang,0,1,46,55
"speaker 1: you are awesome speaker 2: don't you mean, i'm dope fresh nation",dope fresh nation,slang,lm_lexicon_slang,0,1,58,75
"""that guy's got swag ""i have 10x more swag than you do"" ""i just fell down, lol",swag,slang,lm_lexicon_slang,1,0,16,20
who's that girl? it's kenzie,kenzie,slang,lm_lexicon_slang,1,0,22,28
cristab me that salt shaker g,cristab,slang,lm_lexicon_slang,1,0,0,7
"tri-delt answering the phone: delta delta delta can i help ya help ya help ya? anyone with legs: uh yeah, i'll take an asian, a blonde, a mexican",delta delta delta,slang,lm_lexicon_slang,0,1,30,47
aaron rodgers > brett favre,aaron rodgers,slang,lm_lexicon_slang,0,1,0,13
m.c. hammer (hamma' don't hurt 'em),m.c.,slang,lm_lexicon_slang,0,1,0,4
"mmhm, that delric be looking fine",delric,slang,lm_lexicon_slang,1,0,11,17
hls is the number one clan in cal,hls,slang,lm_lexicon_slang,1,0,0,3
"he refused to screw her on her period, so she gave him an aztec handjob",aztec handjob,slang,lm_lexicon_slang,0,1,58,71
alyssa milano is such a great actress and so damn beautiful,alyssa milano,slang,lm_lexicon_slang,0,1,0,13
adam brody is so fellatious in that blue shirt,fellatious,slang,lm_lexicon_slang,1,0,17,27
"1) fuck, i gotta bust ass",bust ass,slang,lm_lexicon_slang,0,1,17,25
try and prove me wrong but every admin is a corrupt abusive jerkface,admin,slang,lm_lexicon_slang,1,0,33,38
i was carrying around a pound or so of pudding and i totally transformed into nut bustings on m'lady this morning,nut bustings,slang,lm_lexicon_slang,0,1,78,90
"that jerk, jimmy was at the party last night where they got him drunk and black balled him",black balled,slang,lm_lexicon_slang,0,1,74,86
bro i was straight up the definition of kalamazoo wasted after you gave me 5 of those lbj's,kalamazoo wasted,slang,lm_lexicon_slang,0,1,40,56
those were some real bayboys who put it down constantly on the line everytime,bayboys,slang,lm_lexicon_slang,1,0,21,28
that person is d-bone right there,d-bone,slang,lm_lexicon_slang,0,1,15,21
"""serenity: ""want half of my tuna sandwich?"" chris: ""no thanks, i'm an antivagitarian",antivagitarian,slang,lm_lexicon_slang,1,0,70,84
"hey, she's got big teeth ;-)",big teeth,slang,lm_lexicon_slang,0,1,15,24
wipe that fresh c-shot from your face,c-shot,slang,lm_lexicon_slang,0,1,16,22
leeds united will always be around because leeds united will always be well supported,leeds united,slang,lm_lexicon_slang,0,1,0,12
"i guess the jones family is staying for dinner, fhb",fhb,slang,lm_lexicon_slang,1,0,48,51
if that grom drops in on me one more time i will kill him,grom,slang,lm_lexicon_slang,1,0,8,12
last night my girl friend gave me a anal tongue dart,anal tongue dart,slang,lm_lexicon_slang,0,1,36,52
duc-nguyen is a name for men,duc-nguyen,slang,lm_lexicon_slang,0,1,0,10
i'm workin' my dertch into a froth,dertch,slang,lm_lexicon_slang,1,0,15,21
josh hutcherson is jawesome,jawesome,slang,lm_lexicon_slang,1,0,19,27
hetarghosexuals! - says a pirate,hetarghosexuals!,slang,lm_lexicon_slang,1,0,0,16
we are doomed im telling you,doomed,slang,lm_lexicon_slang,1,0,7,13
wow that chick kerri is so weird,kerri,slang,lm_lexicon_slang,1,0,15,20
i love to blaze up and put on some psychedelic music,psychedelic music,slang,lm_lexicon_slang,0,1,35,52
beasties is the best way to get drunk for cheap,beasties,slang,lm_lexicon_slang,1,0,0,8
i got some eye of newt at the boogety boogety store,boogety boogety,slang,lm_lexicon_slang,0,1,30,45
"harry: why are you talking to that guy still? amanda: why are you active phone sniping right now? im not your girlfriend, this isn't your business",active phone sniping,slang,lm_lexicon_slang,0,1,66,86
damn i got a ballhair in my eye from giving butterballs last night,butterballs,slang,lm_lexicon_slang,1,0,44,55
julie is a dirtywhore,dirtywhore,slang,lm_lexicon_slang,1,0,11,21
greg just called and said we are boy banding tonight,boy banding,slang,lm_lexicon_slang,0,1,33,44
"guy 1: yo, weren't you seeing that chick? guy 2: naw dawg, i strait up fumped that bitch",fumped,slang,lm_lexicon_slang,1,0,71,77
my beatertruck is embarassing and destroys my a-game,beatertruck,slang,lm_lexicon_slang,1,0,3,14
downtown traffic was heavy this evening,downtown traffic,slang,lm_lexicon_slang,0,1,0,16
my freind was so high that he was basically chronitose,chronitose,slang,lm_lexicon_slang,1,0,44,54
"i was such a berkle last night, i spilled hot sauce on my vagina/penis",berkle,slang,lm_lexicon_slang,1,0,13,19
1) that picture is totally chiveworthy,chiveworthy,slang,lm_lexicon_slang,1,0,27,38
"""when i'm all by myself and i'm sittin with my microphone (a bologna and cheese",bologna and cheese,slang,lm_lexicon_slang,0,1,61,79
"""what a shithole this caravan is ""thank god for caravan karma then my son""""",caravan karma,slang,lm_lexicon_slang,0,1,48,61
"what's crackin, boss man? sure, whatever you say boss man",boss man,slang,lm_lexicon_slang,0,1,16,24
man that bethany is a b4l,b4l,slang,lm_lexicon_slang,1,0,22,25
yo lets go do the dootz,dootz,slang,lm_lexicon_slang,1,0,18,23
my house is too caddywhompus to have company right now,caddywhompus,slang,lm_lexicon_slang,1,0,16,28
i reckon' she got a fine bajiner,bajiner,slang,lm_lexicon_slang,1,0,25,32
"[felix]: yeah i love my name, but i'm not as cool as you feelix",feelix,slang,lm_lexicon_slang,1,0,57,63
i had to use agent orange to defoliate b-rock's mama's cooch,agent orange,slang,lm_lexicon_slang,0,1,13,25
omfg look at that charm,charm,slang,lm_lexicon_slang,1,0,18,23
goatseman is my god,goatseman,slang,lm_lexicon_slang,1,0,0,9
with m new ford five hundred i can fit at least 3 bodies in the trunk,ford five hundred,slang,lm_lexicon_slang,0,1,11,28
"i don't want this done asap, i want it done asan",asan,slang,lm_lexicon_slang,1,0,44,48
chor you're such a dork,chor,slang,lm_lexicon_slang,1,0,0,4
beating that honda civic was cakework in my corvette,cakework,slang,lm_lexicon_slang,1,0,29,37
"a bank containing half a buck, a young dollar and cocaine = g unit",g unit,slang,lm_lexicon_slang,0,1,60,66
you'd better bya cuz i'm busting mine,bya,slang,lm_lexicon_slang,1,0,13,16
-no lo viste al gringo? -haven't you seen gringo? -ey gringo pasame la pelota,gringo,slang,lm_lexicon_slang,1,0,16,22
i dotted her eyes with my skeetsauce,skeetsauce,slang,lm_lexicon_slang,1,0,26,36
if you check google datacenters regularly you're probably an algoholic,algoholic,slang,lm_lexicon_slang,1,0,61,70
"that norbert, he is a master-baiter",master-baiter,slang,lm_lexicon_slang,0,1,22,35
"drake: she was giving me head, and it was all going good till she turned it into a peach cobbler",peach cobbler,slang,lm_lexicon_slang,0,1,83,96
kaleb: what will i die from oh wise moe? big moe: bopz kaleb: how will i get this? big moe: jane kaleb:,bopz,slang,lm_lexicon_slang,1,0,50,54
"matt, you told people allot of lies, your a horse fucker i hav wet dreams about broad stallions pounding my asshole, imma hourse fucker",horse fucker,slang,lm_lexicon_slang,0,1,44,56
"last night at the bar, i was so drunk that i was barbladdik",barbladdik,slang,lm_lexicon_slang,1,0,49,59
thats 1l most awesome,1l,slang,lm_lexicon_slang,1,0,6,8
"duuude, he just pulled an amrith",amrith,slang,lm_lexicon_slang,1,0,26,32
don't make me come and kashlong you,kashlong,slang,lm_lexicon_slang,1,0,23,31
me: rob you trying to get batty tonight? rob: yeah buddy,batty,slang,lm_lexicon_slang,1,0,26,31
me: so how was the date you: it was good but he was a bit of a bravey,bravey,slang,lm_lexicon_slang,1,0,63,69
"hey ese, pass me the fetia",fetia,slang,lm_lexicon_slang,1,0,21,26
that plane over there is a real cessna,cessna,slang,lm_lexicon_slang,1,0,32,38
the pornstar's pink starfish got caulked,caulked,slang,lm_lexicon_slang,1,0,33,40
stop bein a cunt or i'll mel your head in,mel,slang,lm_lexicon_slang,1,0,25,28
"ian and i were desperately tying to intrigue the girl at the bar; she is definitely a chocolate passion because of her african complexion, beautiful face, and hot hourglass shaped figure",chocolate passion,slang,lm_lexicon_slang,0,1,86,103
yo dog roll up a bleazy,bleazy,slang,lm_lexicon_slang,1,0,17,23
mike says: u gotta come over and see my sex drive,sex drive,slang,lm_lexicon_slang,0,1,40,49
li is a student of bisu,bisu,slang,lm_lexicon_slang,1,0,19,23
"yo, joe, lets go to the den of iniquity and get some bitches",den of iniquity,slang,lm_lexicon_slang,0,1,24,39
"""joe: ""yo, i'm going to carthage college next weekend",carthage college,slang,lm_lexicon_slang,0,1,24,40
yo lets go get fieldsy tonight,fieldsy,slang,lm_lexicon_slang,1,0,15,22
the amount of higgerdunge between his toes was objectionable,higgerdunge,slang,lm_lexicon_slang,1,0,14,25
"roeland's mom barbed cal, when they were going at it last night",barbed,slang,lm_lexicon_slang,1,0,14,20
"""example one: phil: did you [spin] that [bird] the other day? daz: [nah], she was a total dogend",dogend,slang,lm_lexicon_slang,1,0,90,96
"man, i'mma box on these bitches that be tawn' dyne, know'm tawn' bot?",box on these bitches,slang,lm_lexicon_slang,0,1,11,31
are you sure he's going to be there? i'm absopos,absopos,slang,lm_lexicon_slang,1,0,41,48
joe: how long does it take to get from central jersey into port authority? ed: well that depends,central jersey,slang,lm_lexicon_slang,0,1,39,53
you go to the grind show yesterday? johnny: grindcore is nothing but glorified noise,grindcore,slang,lm_lexicon_slang,1,0,44,53
she released a gush of liquid all over my face,gush,slang,lm_lexicon_slang,1,0,15,19
andy: the child's breasts were tender and supple jessica: you sick fuck grocery shopper: the pear's skin is so supple,supple,slang,lm_lexicon_slang,1,0,42,48
"jesse's batter bat was so hard and dense, i thought he was going to pass out from lack of blood flow",batter bat,slang,lm_lexicon_slang,0,1,8,18
james and aaron and sam love buffalo skins,buffalo skins,slang,lm_lexicon_slang,0,1,29,42
"he looked so hot today, it gave me a poner",poner,slang,lm_lexicon_slang,1,0,37,42
"dude cmon, stop being a brenardo",brenardo,slang,lm_lexicon_slang,1,0,24,32
ed was so fucked up wanting to beautify his property the dumb fuck decided to be a bush burner,bush burner,slang,lm_lexicon_slang,0,1,83,94
boy 1: damn that girl is hott boy 2: yea she's a tri-sigma,tri-sigma,slang,lm_lexicon_slang,0,1,49,58
"dude, i gave missy some serious hood wood at the camp ground this weekend",hood wood,slang,lm_lexicon_slang,0,1,32,41
me: bro that girl is awkwardly asian brosky: yeah man what is she like fillapino or some shit like that,awkwardly asian,slang,lm_lexicon_slang,0,1,21,36
chingado,chingado,slang,lm_lexicon_slang,1,0,0,8
whoa wat a clodge can i taste some??,clodge,slang,lm_lexicon_slang,1,0,11,17
"hey jerry, did you see becky this morning? she had huge patch of crustini on her face, i wonder if it was steve's",crustini,slang,lm_lexicon_slang,1,0,65,73
i felt really cambrindal when my mom told me to stop singing blues traveler songs in the car because i sounded bad,cambrindal,slang,lm_lexicon_slang,1,0,14,24
"oh my god, i cant believe youre such a eulonima j00 is a total eulonima, jesusmoses",eulonima,slang,lm_lexicon_slang,1,0,39,47
"""we're in some real pretty umpa lumpa shit now man",umpa lumpa,slang,lm_lexicon_slang,0,1,27,37
john- how was that hooker from yesterday bob- terrible i had to pay an asstoll john- aww that's your favorite,asstoll,slang,lm_lexicon_slang,1,0,71,78
my homies and me went bear hunting last weeekend and went through a case of 40's,bear hunting,slang,lm_lexicon_slang,0,1,22,34
frerard is okay but i ship bobkey,bobkey,slang,lm_lexicon_slang,1,0,27,33
we played clonk until the morning,clonk,slang,lm_lexicon_slang,1,0,10,15
dude that was so bombtastic,bombtastic,slang,lm_lexicon_slang,1,0,17,27
i want the v,the v,slang,lm_lexicon_slang,0,1,7,12
the eae has voted to remove you from the feminem,eae,slang,lm_lexicon_slang,1,0,4,7
"-my fiancee, her cousin and myself had a dumb commentsation on my fiancee's picture on facebook that wasnt even relating to the picture",commentsation,slang,lm_lexicon_slang,1,0,46,59
tgisc,tgisc,slang,lm_lexicon_slang,1,0,0,5
i think she's a cleopatra,cleopatra,slang,lm_lexicon_slang,1,0,16,25
we've got buku charlies just on the other side of hill 445,buku,slang,lm_lexicon_slang,1,0,10,14
kelvin didn't like to trick at clubs or parties because he did not like the taste of beer cum,beer cum,slang,lm_lexicon_slang,0,1,85,93
"it was a total babestorm at the coffee shop today, i nearly lost my load",babestorm,slang,lm_lexicon_slang,1,0,15,24
"comrade, that was a wonderful crazy ivan last night",crazy ivan,slang,lm_lexicon_slang,0,1,30,40
we were out on the town having a lash with our mates,lash,slang,lm_lexicon_slang,1,0,33,37
a chillster would never pay 5 dollars for a pbr,chillster,slang,lm_lexicon_slang,1,0,2,11
did you see dennis? he's so coyle,coyle,slang,lm_lexicon_slang,1,0,28,33
nuthin like a big ol juicy bodonkadonk,bodonkadonk,slang,lm_lexicon_slang,1,0,27,38
have a bless day bless mr,bless,slang,lm_lexicon_slang,1,0,7,12
that bitch is flicken sexy,flicken,slang,lm_lexicon_slang,1,0,14,21
"- crap, what time is it? -- 10am, why? - i got on the bingo bus without realizing",bingo bus,slang,lm_lexicon_slang,0,1,54,63
frank the tank everyone's favorite drunken monster man last night you had to much vodka and went all drunkendick,drunkendick,slang,lm_lexicon_slang,1,0,101,112
that girl becky is sure one sweet gumdrop,gumdrop,slang,lm_lexicon_slang,1,0,34,41
i have 4 more attainment levels to be a full believer in brycism,brycism,slang,lm_lexicon_slang,1,0,57,64
shut yer' mouth cockwash,cockwash,slang,lm_lexicon_slang,1,0,16,24
"that's classic mike, going all captain furious just because x-factor is on",captain furious,slang,lm_lexicon_slang,0,1,31,46
joe's cuntuality is above that of the average [cunt],cuntuality,slang,lm_lexicon_slang,1,0,6,16
im so blazd im going to bed,blazd,slang,lm_lexicon_slang,1,0,6,11
joseph is very chrono84t like,chrono84t,slang,lm_lexicon_slang,1,0,15,24
conan felled thirty foes and then stood triumphantly upon his barbarian pile,barbarian pile,slang,lm_lexicon_slang,0,1,62,76
friend: why did you run into the toilet just as that guy was going to talk to you? you: i dont know i guess bfos got ahold of me,bfos,slang,lm_lexicon_slang,1,0,108,112
justin look at tripplet over there hes being a total fuck-boi,fuck-boi,slang,lm_lexicon_slang,0,1,53,61
some one who gets scared and acts like a wuss or some one who drops an object on the ground and therefor is a drop nut,drop nut,slang,lm_lexicon_slang,0,1,110,118
"if you were suddenly to become [d/deaf] overnight, you would experience audism and would be treated differently in so many ways",audism,slang,lm_lexicon_slang,1,0,72,78
"""ill have a dinp on the rocks please",dinp,slang,lm_lexicon_slang,1,0,12,16
chad kroger is such a chachbag,chachbag,slang,lm_lexicon_slang,1,0,22,30
spark another owl by cypress hill,owl,slang,lm_lexicon_slang,1,0,14,17
his father was wearing a wifebeater under his favorie shirt,wifebeater,slang,lm_lexicon_slang,1,0,25,35
i'd have never got through monday's shift if i hadn't started off with a beatnik's breakfast,beatnik's breakfast,slang,lm_lexicon_slang,0,1,73,92
"carla wrote in her diary every night, and said what she thought about everyone around her, and how her day went",diary,slang,lm_lexicon_slang,1,0,19,24
"i went to cub foods today, it was fuckin awesome",cub foods,slang,lm_lexicon_slang,0,1,10,19
"dude 1: dude you rolled that joint horribly dude 2: yeah dude, i'll put a band-aid on it",band-aid,slang,lm_lexicon_slang,0,1,74,82
pete pass me my bloody broces,broces,slang,lm_lexicon_slang,1,0,23,29
i do not agreeify with that,agreeify,slang,lm_lexicon_slang,1,0,9,17
can i score a roll from that big box of ass wipe that your mom sent last week? why? all that i have is that damn john wayne toilet paper,john wayne toilet paper,slang,lm_lexicon_slang,0,1,113,136
*dead* aus team: nice shot man *dead* nz team: lol im cevop :p,cevop,slang,lm_lexicon_slang,1,0,54,59
that daly sur kicked lazer's ass,daly,slang,lm_lexicon_slang,1,0,5,9
omg your such an alinde,alinde,slang,lm_lexicon_slang,1,0,17,23
you'r but curry is 5* you make amazing but curry you'r but curry tasts like shit,but curry,slang,lm_lexicon_slang,0,1,6,15
"dude, 4 beers and he's going pondy",pondy,slang,lm_lexicon_slang,1,0,29,34
"guy 1: that's so fucking cool, like daniel horne cool",daniel horne,slang,lm_lexicon_slang,0,1,36,48
"anonymous user: wait, what? what did drongo just say? anonymous user2: forget about it, you probably won't be able to ever understand drongonian",drongonian,slang,lm_lexicon_slang,1,0,134,144
will smith is so bad ass in irobot,irobot,slang,lm_lexicon_slang,1,0,28,34
i'm so hooked up with j-pop that i almost turned wapanese,j-pop,slang,lm_lexicon_slang,0,1,22,27
no example does emma watson justice,emma watson,slang,lm_lexicon_slang,0,1,16,27
damn she's an ester,ester,slang,lm_lexicon_slang,1,0,14,19
"""check out that burm",burm,slang,lm_lexicon_slang,1,0,16,20
i had pumpkin pie last night,pumpkin pie,slang,lm_lexicon_slang,0,1,6,17
excuse me m'aam could you tell me where i can find the nearest public convienience so that i can lay a nest of dogs eggs,dogs eggs,slang,lm_lexicon_slang,0,1,111,120
"i thought i avoided that boner during my speech, but i got a penix during the last part",penix,slang,lm_lexicon_slang,1,0,61,66
"my beddie totally rocks, although sometimes she tries to hog the covers",beddie,slang,lm_lexicon_slang,1,0,3,9
he had such a large brown iceberg rammed in his mouth,brown iceberg,slang,lm_lexicon_slang,0,1,20,33
q: so what should we do tonite? a: let's go to the bk lounge and hang out,bk lounge,slang,lm_lexicon_slang,0,1,51,60
evillic makes blinkies,evillic,slang,lm_lexicon_slang,1,0,0,7
"""bob---""woah man did you see the color guard and that toss they just did?"" greg---""yea and did you see that girl's ass in her unitard?""""",color guard,slang,lm_lexicon_slang,0,1,33,44
you should drop a guppy and set it free in the crapper,drop a guppy,slang,lm_lexicon_slang,0,1,11,23
that dude in the cat hat wants to fight you outside in the parking lot,cat hat,slang,lm_lexicon_slang,0,1,17,24
i love cassanova <3,cassanova,slang,lm_lexicon_slang,1,0,7,16
"""yo girl, you got that ratch pussy? ""vote yes for ratch pussy",ratch pussy,slang,lm_lexicon_slang,0,1,23,34
our troll suffers from craniorectal inversion,craniorectal inversion,slang,lm_lexicon_slang,0,1,23,45
josh stop hanging out with kane ya backdoor poof,backdoor poof,slang,lm_lexicon_slang,0,1,35,48
"stacy punched my dick hello, he's such a fucking agbro",agbro,slang,lm_lexicon_slang,1,0,49,54
"dude, when her mom walked in on us i was at 94.5 and there was no way i could stop",94.5,slang,lm_lexicon_slang,0,1,44,48
the ref was extremely dreamy too,dreamy,slang,lm_lexicon_slang,1,0,22,28
"look, a gonk",gonk,slang,lm_lexicon_slang,1,0,8,12
"look at that drunk loser over there trying to pick up girls, he is such an alan coghlan",alan coghlan,slang,lm_lexicon_slang,0,1,75,87
