sentence,gold_terms,term_type,source_dataset,is_single_word,is_multiword,start_offset,end_offset,split,dataset_group,id
"Như đã đề cập lúc đầu , mỗi từ nối có thể kết hợp với một hoặc nhiều mối quan hệ . Ví dụ , trong bộ dữ liệu PDTB , em phát hiện ra khoảng 53 % từ nối chỉ kết hợp với một",PDTB,acronym,sdu_aaai22_ae_vietnamese,1,0,108,112,train,vietnamese,
3.4 . 2 Mutil - Layer Perceptron ( MLP ) Hình 19 . Mô hình Mutil - Layer Perceptron [ 3 ],MLP,acronym,sdu_aaai22_ae_vietnamese,1,0,35,38,train,vietnamese,
mạng RNN cơ bản được mô tả như trên Hình 1 . 5 . Mạng nơ-ron hồi quy cho phép ta mô hình hóa các sự phụ thuộc dài hạn về thông tin vì nó có khả năng cho phép thông tin được lan,RNN,acronym,sdu_aaai22_ae_vietnamese,1,0,5,8,train,vietnamese,
"National Institute of Information and Communications Technology , Japan ( NICT ) khởi xướng vào năm 2014 . Quá trình xây",NICT,acronym,sdu_aaai22_ae_vietnamese,1,0,74,78,train,vietnamese,
truyền qua hoặc bị chặn lại ở đầu vào hoặc đầu ra của LSTM . Giá trị các phần tử của it và ut luôn nằm trong khoảng từ 0 đến 1 .,LSTM,acronym,sdu_aaai22_ae_vietnamese,1,0,54,58,train,vietnamese,
"việc sử dụng và không sử dụng Dropout . Từ đó , ta có thể thấy rằng ALV có khả năng giúp mô hình cân bằng tốt giữa hai yếu tố là tính mềm dẻo và ổn định trong",ALV,acronym,sdu_aaai22_ae_vietnamese,1,0,68,71,train,vietnamese,
pháp học dựa trên ràng buộc trọng số đã có . 3 . Các nhiệm vụ cụ thể của ĐATN - Tìm hiểu các vấn đề và giải pháp trong lĩnh vực Học liên tục .,ĐATN,acronym,sdu_aaai22_ae_vietnamese,1,0,73,77,train,vietnamese,
"sử dụng Dropout và ALV đem lại hiệu quả thực sự đáng kể cho EWC , sự cải thiện này rõ rệt hơn rất nhiều so thử nghiệm trong hai phương pháp UCL và VCL . Điều này có thể giải thích là vì UCL và VCL sử dụng kiến trúc mạng BNN để biểu diễn",ALV,acronym,sdu_aaai22_ae_vietnamese,1,0,19,22,train,vietnamese,
"sử dụng Dropout và ALV đem lại hiệu quả thực sự đáng kể cho EWC , sự cải thiện này rõ rệt hơn rất nhiều so thử nghiệm trong hai phương pháp UCL và VCL . Điều này có thể giải thích là vì UCL và VCL sử dụng kiến trúc mạng BNN để biểu diễn",EWC,acronym,sdu_aaai22_ae_vietnamese,1,0,60,63,train,vietnamese,
"sử dụng Dropout và ALV đem lại hiệu quả thực sự đáng kể cho EWC , sự cải thiện này rõ rệt hơn rất nhiều so thử nghiệm trong hai phương pháp UCL và VCL . Điều này có thể giải thích là vì UCL và VCL sử dụng kiến trúc mạng BNN để biểu diễn",UCL,acronym,sdu_aaai22_ae_vietnamese,1,0,140,143,train,vietnamese,
"sử dụng Dropout và ALV đem lại hiệu quả thực sự đáng kể cho EWC , sự cải thiện này rõ rệt hơn rất nhiều so thử nghiệm trong hai phương pháp UCL và VCL . Điều này có thể giải thích là vì UCL và VCL sử dụng kiến trúc mạng BNN để biểu diễn",VCL,acronym,sdu_aaai22_ae_vietnamese,1,0,147,150,train,vietnamese,
"sử dụng Dropout và ALV đem lại hiệu quả thực sự đáng kể cho EWC , sự cải thiện này rõ rệt hơn rất nhiều so thử nghiệm trong hai phương pháp UCL và VCL . Điều này có thể giải thích là vì UCL và VCL sử dụng kiến trúc mạng BNN để biểu diễn",BNN,acronym,sdu_aaai22_ae_vietnamese,1,0,220,223,train,vietnamese,
"giá biểu diễn ẩn , thì thu được kết quả không có một phép DA nào cho biểu diễn ẩn quá tốt dù cho mô hình có thể giải quyết pretext task rất tốt . Mặt khác , việc",DA,acronym,sdu_aaai22_ae_vietnamese,1,0,58,60,train,vietnamese,
"véc - tơ 𝑎 , ⨀ là phép nhân Hadamard . Công thức PT 3 . 5 thể hiện rằng biến hỗ trợ ( 𝑙 )",PT,acronym,sdu_aaai22_ae_vietnamese,1,0,49,51,train,vietnamese,
"j − ( Eξ [ A(s̃k ) ] − A ( sk ) ) Sinh viên thực hiện : Nguyễn Văn Sơn , 20143863 , K59 , Lớp KSTN - CNTT",KSTN - CNTT,acronym,sdu_aaai22_ae_vietnamese,0,1,94,105,train,vietnamese,
"EWC , VCL và UCL . Trục hoành trên các đồ thị này thể hiện tác vụ tương ứng sau khi học xong và trục tung thể hiện độ chính xác của mô hình trên thử nghiệm với",EWC,acronym,sdu_aaai22_ae_vietnamese,1,0,0,3,train,vietnamese,
"EWC , VCL và UCL . Trục hoành trên các đồ thị này thể hiện tác vụ tương ứng sau khi học xong và trục tung thể hiện độ chính xác của mô hình trên thử nghiệm với",VCL,acronym,sdu_aaai22_ae_vietnamese,1,0,6,9,train,vietnamese,
"EWC , VCL và UCL . Trục hoành trên các đồ thị này thể hiện tác vụ tương ứng sau khi học xong và trục tung thể hiện độ chính xác của mô hình trên thử nghiệm với",UCL,acronym,sdu_aaai22_ae_vietnamese,1,0,13,16,train,vietnamese,
Số lượng tham số khi áp dụng ALV được tổng hợp sau khi đã học xong toàn bộ các tác vụ trong kịch bản thử nghiệm tương ứng . Bảng 4 . 5 cho biết thông tin về số lượng tham số trên các thử nghiệm ứng với,ALV,acronym,sdu_aaai22_ae_vietnamese,1,0,29,32,train,vietnamese,
chiều của từ điển và số chiều của biểu diễn từ . Tầng thứ 2 là tầng CNN ( convolutional neural network ) [ 10 ] . Tầng CNN s có,CNN,acronym,sdu_aaai22_ae_vietnamese,1,0,68,71,train,vietnamese,
7 2 . 2 Variational Autoencoders ( VAE ) 2 . 2 . 1 VAE là gì ?,VAE,acronym,sdu_aaai22_ae_vietnamese,1,0,35,38,train,vietnamese,
• Độ sâu lớn nhất của cây = 4 . SVM : C = 100 Hồi quy Logistic : không có,SVM,acronym,sdu_aaai22_ae_vietnamese,1,0,32,35,train,vietnamese,
Xem các bài đã đăng tuyển NTD NTD chọn 1 mục dưới mục quản lý đăng tuyển,NTD,acronym,sdu_aaai22_ae_vietnamese,1,0,26,29,train,vietnamese,
tác vụ tiêu đề sau khi đã học xong tác vụ tương ứng trên trục hoành . 35 Hình 4 . 10 Độ chính xác trên từng tác vụ trong thử nghiệm với EWC,EWC,acronym,sdu_aaai22_ae_vietnamese,1,0,136,139,train,vietnamese,
"bào liên kết với mạch đơn của DNA theo nguyên tắc bổ sung tương tự khi DNA nhân đôi , tuy nhiên base Thymine bị thay thế bằng base Uracil . Nguyên tắc bổ sung lúc này sẽ",DNA,acronym,sdu_aaai22_ae_vietnamese,1,0,30,33,train,vietnamese,
Dưới đây là hình vẽ mô tả mô hình của bài toán : - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Sinh viên thực hiện : Nguyễn Thế Linh – 20142585 – K59 – Lớp CNTT – TT 2.03,CNTT – TT,acronym,sdu_aaai22_ae_vietnamese,0,1,316,325,train,vietnamese,
"Keith đã sử dụng hai phương pháp khác nhau để thu được bộ trích xuất đặc trưng : phương pháp thứ nhất là sử dụng các đặc trưng được xây dựng thủ công với hồi quy logistic ( soft-LR ( EM ) ) , phương pháp thứ hai là sử dụng một mạng nơ-ron tích chập ( soft-CNN ( EM ) ) để tự",EM,acronym,sdu_aaai22_ae_vietnamese,1,0,262,264,train,vietnamese,
"Keith đã sử dụng hai phương pháp khác nhau để thu được bộ trích xuất đặc trưng : phương pháp thứ nhất là sử dụng các đặc trưng được xây dựng thủ công với hồi quy logistic ( soft-LR ( EM ) ) , phương pháp thứ hai là sử dụng một mạng nơ-ron tích chập ( soft-CNN ( EM ) ) để tự",CNN,acronym,sdu_aaai22_ae_vietnamese,1,0,256,259,train,vietnamese,
"Keith đã sử dụng hai phương pháp khác nhau để thu được bộ trích xuất đặc trưng : phương pháp thứ nhất là sử dụng các đặc trưng được xây dựng thủ công với hồi quy logistic ( soft-LR ( EM ) ) , phương pháp thứ hai là sử dụng một mạng nơ-ron tích chập ( soft-CNN ( EM ) ) để tự",LR,acronym,sdu_aaai22_ae_vietnamese,1,0,178,180,train,vietnamese,
"Keith đã sử dụng hai phương pháp khác nhau để thu được bộ trích xuất đặc trưng : phương pháp thứ nhất là sử dụng các đặc trưng được xây dựng thủ công với hồi quy logistic ( soft-LR ( EM ) ) , phương pháp thứ hai là sử dụng một mạng nơ-ron tích chập ( soft-CNN ( EM ) ) để tự",mạng nơ-ron tích chập,long_form,sdu_aaai22_ae_vietnamese,0,1,227,248,train,vietnamese,
"Keith đã sử dụng hai phương pháp khác nhau để thu được bộ trích xuất đặc trưng : phương pháp thứ nhất là sử dụng các đặc trưng được xây dựng thủ công với hồi quy logistic ( soft-LR ( EM ) ) , phương pháp thứ hai là sử dụng một mạng nơ-ron tích chập ( soft-CNN ( EM ) ) để tự",hồi quy logistic,long_form,sdu_aaai22_ae_vietnamese,0,1,154,170,train,vietnamese,
Giảng viên hướng dẫn : ThS. Ngô Văn Linh Chữ ký của GVHD,ThS.,acronym,sdu_aaai22_ae_vietnamese,1,0,23,27,train,vietnamese,
Giảng viên hướng dẫn : ThS. Ngô Văn Linh Chữ ký của GVHD,GVHD,acronym,sdu_aaai22_ae_vietnamese,1,0,52,56,train,vietnamese,
Hình 25 : So sánh các mô hình trên bộ Recobell qua từng vòng lặp với k = 16 ( a ) HR @ 10,HR,acronym,sdu_aaai22_ae_vietnamese,1,0,82,84,train,vietnamese,
"Sinh viên thực hiện : Nguyễn Văn Sơn , 20143863 , K59 , Lớp KSTN - CNTT 43 Thuật toán 4 Phương pháp học PVB cho LDA",KSTN - CNTT,acronym,sdu_aaai22_ae_vietnamese,0,1,60,71,train,vietnamese,
"Sinh viên thực hiện : Nguyễn Văn Sơn , 20143863 , K59 , Lớp KSTN - CNTT 43 Thuật toán 4 Phương pháp học PVB cho LDA",PVB,acronym,sdu_aaai22_ae_vietnamese,1,0,104,107,train,vietnamese,
"Sinh viên thực hiện : Nguyễn Văn Sơn , 20143863 , K59 , Lớp KSTN - CNTT 43 Thuật toán 4 Phương pháp học PVB cho LDA",LDA,acronym,sdu_aaai22_ae_vietnamese,1,0,112,115,train,vietnamese,
"Số chiều ra của GRU là 100 chiều cho chuỗi mã hóa từ , câu . Vec - tơ ngữ cảnh từ / câu cũng có số chiều là 100 và được khởi tạo ngẫu nhiên .",GRU,acronym,sdu_aaai22_ae_vietnamese,1,0,16,19,train,vietnamese,
Variational Bayesian By Backprop ( BBB ) Xét tập các biến quan sát x ∈ RN và w là các biến ẩn . Mạng nơ ron chính là một mô hình đồ thi,BBB,acronym,sdu_aaai22_ae_vietnamese,1,0,35,38,train,vietnamese,
"• Constant learning rate là learning rate schedule mặc định trong thuật toán tối ưu hóa SGD . Mặc đinh , ta cài đặt momentum =0 và decay rate =0 , chọn",SGD,acronym,sdu_aaai22_ae_vietnamese,1,0,88,91,train,vietnamese,
"1 . Các thuật toán hồi quy : Hồi quy tuyến tính , Hồi quy logistic , Stepwise regression , . . . 2 . Các thuật toán phân loại : Phân loại tuyên tính , Máy hỗ trợ vector ( Support Vector Machine - SVM ) , Kernel SVM , Sparse Representation-based classification ( SRC ) , . . .",SVM,acronym,sdu_aaai22_ae_vietnamese,1,0,211,214,train,vietnamese,
"1 . Các thuật toán hồi quy : Hồi quy tuyến tính , Hồi quy logistic , Stepwise regression , . . . 2 . Các thuật toán phân loại : Phân loại tuyên tính , Máy hỗ trợ vector ( Support Vector Machine - SVM ) , Kernel SVM , Sparse Representation-based classification ( SRC ) , . . .",SRC,acronym,sdu_aaai22_ae_vietnamese,1,0,262,265,train,vietnamese,
"Ngược lại , khi tham số này lớn , mô hình sẽ tập trung nhiều hơn vào việc tiếp nhận thông tin từ dữ liệu mới đến . Không như iDropout , SVB và",SVB,acronym,sdu_aaai22_ae_vietnamese,1,0,136,139,train,vietnamese,
"Hình 23 : Kết quả của các cách tính w khác nhau với temperature = 0.1 Hai hình vẽ trên thể hiện sự so sánh giữa SimCLR gốc và phương pháp LCL với 3 view , ta nhận thấy , phương pháp LCL có sự hội tụ nhanh hơn trong quá trình",SimCLR,acronym,sdu_aaai22_ae_vietnamese,1,0,112,118,train,vietnamese,
"Hình 23 : Kết quả của các cách tính w khác nhau với temperature = 0.1 Hai hình vẽ trên thể hiện sự so sánh giữa SimCLR gốc và phương pháp LCL với 3 view , ta nhận thấy , phương pháp LCL có sự hội tụ nhanh hơn trong quá trình",LCL,acronym,sdu_aaai22_ae_vietnamese,1,0,138,141,train,vietnamese,
"Trong phần thử nghiệm , CIFAR100 được chia thành 10 tác vụ , với mỗi tác vụ yêu cầu phân loại 10 vật thể . Split CIFAR10 - 100 : Tập dữ liệu gốc CIFAR10 [ 37 ] tương tự như CIFAR100",CIFAR100,acronym,sdu_aaai22_ae_vietnamese,1,0,24,32,train,vietnamese,
"Trong phần thử nghiệm , CIFAR100 được chia thành 10 tác vụ , với mỗi tác vụ yêu cầu phân loại 10 vật thể . Split CIFAR10 - 100 : Tập dữ liệu gốc CIFAR10 [ 37 ] tương tự như CIFAR100",CIFAR10 - 100,acronym,sdu_aaai22_ae_vietnamese,0,1,113,126,train,vietnamese,
"Trong phần thử nghiệm , CIFAR100 được chia thành 10 tác vụ , với mỗi tác vụ yêu cầu phân loại 10 vật thể . Split CIFAR10 - 100 : Tập dữ liệu gốc CIFAR10 [ 37 ] tương tự như CIFAR100",CIFAR10,acronym,sdu_aaai22_ae_vietnamese,1,0,145,152,train,vietnamese,
"của dữ liệu . Đây cũng chính là hướng nghiên cứu chính của em trong đồ án tốt nghiệp này - Self-supervised learning ( SSL ) , hay nói theo Tiếng Việt là học tự giám",SSL,acronym,sdu_aaai22_ae_vietnamese,1,0,118,121,train,vietnamese,
"của dữ liệu . Đây cũng chính là hướng nghiên cứu chính của em trong đồ án tốt nghiệp này - Self-supervised learning ( SSL ) , hay nói theo Tiếng Việt là học tự giám",học tự giám,long_form,sdu_aaai22_ae_vietnamese,0,1,153,164,train,vietnamese,
"vào các phương pháp hiện tại , em cảm thấy có hứng thú với nhánh Contrastive Learning ( CL ) , một nhánh nhỏ của SSL nhưng đang phát triển một cách vượt bậc . Dựa trên sự gợi ý và sự hướng dẫn của thầy , em nhận thấy mình có thể khai thác",CL,acronym,sdu_aaai22_ae_vietnamese,1,0,88,90,train,vietnamese,
"vào các phương pháp hiện tại , em cảm thấy có hứng thú với nhánh Contrastive Learning ( CL ) , một nhánh nhỏ của SSL nhưng đang phát triển một cách vượt bậc . Dựa trên sự gợi ý và sự hướng dẫn của thầy , em nhận thấy mình có thể khai thác",SSL,acronym,sdu_aaai22_ae_vietnamese,1,0,113,116,train,vietnamese,
diện cho trạng thái ẩn của RNN phụ di chuyển tiến và lùi theo thời gian . Điều này cho phép các đơn vị đầu ra 𝑜 ( 𝑡 ) tính toán một đại diện phụ thuộc vào cả quá khứ và,RNN,acronym,sdu_aaai22_ae_vietnamese,1,0,27,30,train,vietnamese,
"𝑐 với 𝑐 là một hằng số PT 3.4 Khi đó thành phần KL sẽ không có dạng tường minh , nhưng có thể xấp xỉ bằng",PT,acronym,sdu_aaai22_ae_vietnamese,1,0,23,25,train,vietnamese,
"𝑐 với 𝑐 là một hằng số PT 3.4 Khi đó thành phần KL sẽ không có dạng tường minh , nhưng có thể xấp xỉ bằng",KL,acronym,sdu_aaai22_ae_vietnamese,1,0,48,50,train,vietnamese,
Có hai cách để xây dựng word2vec : - Sử dụng các từ ngữ cảnh để dự đoán tự mục tiêu ( CBOW – Continuous Bag-of-word ) - Sử dụng một từ để dự đoán ra ngữ cảnh mục tiêu ( Skip-gram ),CBOW,acronym,sdu_aaai22_ae_vietnamese,1,0,86,90,train,vietnamese,
Có hai cách để xây dựng word2vec : - Sử dụng các từ ngữ cảnh để dự đoán tự mục tiêu ( CBOW – Continuous Bag-of-word ) - Sử dụng một từ để dự đoán ra ngữ cảnh mục tiêu ( Skip-gram ),Sử dụng các từ ngữ cảnh để dự đoán tự mục tiêu,long_form,sdu_aaai22_ae_vietnamese,0,1,37,83,train,vietnamese,
Các tác vụ trong cùng một bộ dữ liệu sẽ có số lượng nhãn cần phân loại là như nhau . Thêm vào đó kiến trúc CNN cũng sẽ được sử dụng để đánh giá,CNN,acronym,sdu_aaai22_ae_vietnamese,1,0,107,110,train,vietnamese,
"_ alpha = 0.5 , KL - weight = 0.0001 VCL • w/o Dropout : Không cần",KL,acronym,sdu_aaai22_ae_vietnamese,1,0,16,18,train,vietnamese,
"_ alpha = 0.5 , KL - weight = 0.0001 VCL • w/o Dropout : Không cần",VCL,acronym,sdu_aaai22_ae_vietnamese,1,0,37,40,train,vietnamese,
"_ alpha = 0.5 , KL - weight = 0.0001 VCL • w/o Dropout : Không cần",w/o,acronym,sdu_aaai22_ae_vietnamese,0,1,43,46,train,vietnamese,
Hệ đào tạo : Đại học chính quy Đồ án tốt nghiệp ( ĐATN ) được thực hiện tại : Trường Đại học,ĐATN,acronym,sdu_aaai22_ae_vietnamese,1,0,50,54,train,vietnamese,
Hệ đào tạo : Đại học chính quy Đồ án tốt nghiệp ( ĐATN ) được thực hiện tại : Trường Đại học,Đồ án tốt nghiệp,long_form,sdu_aaai22_ae_vietnamese,0,1,31,47,train,vietnamese,
HAT_1000_0.5 VBD - CL chính xác trung bình,VBD - CL,acronym,sdu_aaai22_ae_vietnamese,0,1,13,21,train,vietnamese,
"log 𝑝 ( 𝐷| 𝑤 ) + 𝐾𝐿 ( 𝑞𝜃 , 𝛼 ( 𝑤 ) | |𝑝(𝑤 ) ) PT 3.3 Tuy nhiên trong công thức PT 3.3 , ta thấy rằng đại lượng KL vẫn phụ thuộc",PT,acronym,sdu_aaai22_ae_vietnamese,1,0,46,48,train,vietnamese,
"log 𝑝 ( 𝐷| 𝑤 ) + 𝐾𝐿 ( 𝑞𝜃 , 𝛼 ( 𝑤 ) | |𝑝(𝑤 ) ) PT 3.3 Tuy nhiên trong công thức PT 3.3 , ta thấy rằng đại lượng KL vẫn phụ thuộc",KL,acronym,sdu_aaai22_ae_vietnamese,1,0,111,113,train,vietnamese,
"liệu . Giả sứ không gian gốc có m điểm dữ liệu xi với 1 ≤ i ≤ m , thuật toán LLE sẽ tìm k lân cận gần nhất với điểm dữ liệu xi và tái thiết lập xi như là một hàm",LLE,acronym,sdu_aaai22_ae_vietnamese,1,0,77,80,train,vietnamese,
"Sinh viên thực hiện : Nguyễn Trọng Nhật , 20143316 , K59 , Lớp KSTN - CNTT ( 40 ) 40",KSTN - CNTT,acronym,sdu_aaai22_ae_vietnamese,0,1,63,74,train,vietnamese,
"trọng số được giới hạn tùy theo giá trị độ quan trọng của hai nơ -ron ở hai đầu , để can thiệp vào sự thay đổi của trọng số đó . Nhưng HAT chưa hiệu quả trong việc",HAT,acronym,sdu_aaai22_ae_vietnamese,1,0,135,138,train,vietnamese,
3 . 1 . 3 . Ứng dụng của GCN trong xử lý ngôn ngữ tự nhiên ( NLP ) Phân loại văn bản làm một trong những bài toán phổ biến trong NLP . Với bài,GCN,acronym,sdu_aaai22_ae_vietnamese,1,0,25,28,train,vietnamese,
3 . 1 . 3 . Ứng dụng của GCN trong xử lý ngôn ngữ tự nhiên ( NLP ) Phân loại văn bản làm một trong những bài toán phổ biến trong NLP . Với bài,NLP,acronym,sdu_aaai22_ae_vietnamese,1,0,61,64,train,vietnamese,
3 . 1 . 3 . Ứng dụng của GCN trong xử lý ngôn ngữ tự nhiên ( NLP ) Phân loại văn bản làm một trong những bài toán phổ biến trong NLP . Với bài,xử lý ngôn ngữ tự nhiên,long_form,sdu_aaai22_ae_vietnamese,0,1,35,58,train,vietnamese,
"Như vậy , bài toán mới của chúng ta là xấp xỉ phân phối hậu nghiệm population trên một dòng dữ liệu đến liên tục từ phân phối population Fα . Giống như VB",VB,acronym,sdu_aaai22_ae_vietnamese,1,0,152,154,train,vietnamese,
Chú ý rằng dưới đây sẽ trình bày VBD dưới góc nhìn của việc nén mạng có cấu trúc nên một số định nghĩa sẽ khác so với quy ước trong phần tóm tắt về VD .,VBD,acronym,sdu_aaai22_ae_vietnamese,1,0,33,36,train,vietnamese,
Chú ý rằng dưới đây sẽ trình bày VBD dưới góc nhìn của việc nén mạng có cấu trúc nên một số định nghĩa sẽ khác so với quy ước trong phần tóm tắt về VD .,VD,acronym,sdu_aaai22_ae_vietnamese,1,0,148,150,train,vietnamese,
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Sinh viên thực hiện : Nguyễn Thế Linh – 20142585 – K59 – Lớp CNTT – TT 2.03 35,CNTT – TT,acronym,sdu_aaai22_ae_vietnamese,0,1,267,276,train,vietnamese,
"giống như trong các phương pháp cơ sở đã trình bày . Sinh viên thực hiện : Nguyễn Văn Sơn , 20143863 , K59 , Lớp KSTN - CNTT 46",KSTN - CNTT,acronym,sdu_aaai22_ae_vietnamese,0,1,113,124,train,vietnamese,
"Vì vậy kiến trúc của mô hình học HAN cũng được thiết kế theo mô hình phân cấp gồm 2 cấp : cấp từ , cấp câu ( được thể hiện rõ ở hình vẽ phía dưới ) . Hình 7 Mạng tập trung phân cấp ( Hierarchical Attention Network )",HAN,acronym,sdu_aaai22_ae_vietnamese,1,0,33,36,train,vietnamese,
"Vì vậy kiến trúc của mô hình học HAN cũng được thiết kế theo mô hình phân cấp gồm 2 cấp : cấp từ , cấp câu ( được thể hiện rõ ở hình vẽ phía dưới ) . Hình 7 Mạng tập trung phân cấp ( Hierarchical Attention Network )",Mạng tập trung phân cấp,long_form,sdu_aaai22_ae_vietnamese,0,1,157,180,train,vietnamese,
"Một phiên bản ’ cứng ’ của VBD - CL , ký hiệu là HardVBD - CL , được cài đặt khi toàn bộ trọng số nối với cả hai nơ-ron quan trọng được giữ nguyên khi học các tác vụ tiếp theo . Điều này giúp mô hình giữ nguyên tri thức",VBD - CL,acronym,sdu_aaai22_ae_vietnamese,0,1,27,35,train,vietnamese,
"Một phiên bản ’ cứng ’ của VBD - CL , ký hiệu là HardVBD - CL , được cài đặt khi toàn bộ trọng số nối với cả hai nơ-ron quan trọng được giữ nguyên khi học các tác vụ tiếp theo . Điều này giúp mô hình giữ nguyên tri thức",HardVBD - CL,acronym,sdu_aaai22_ae_vietnamese,0,1,49,61,train,vietnamese,
Hình 2 : Ví dụ về phân lớp ảnh Trong mô hình CNN có hai đặc tính đó là là tính bất biến và tính kết hợp . Ví dụ trong,CNN,acronym,sdu_aaai22_ae_vietnamese,1,0,45,48,train,vietnamese,
v2iT ∈ ℝn x n trong đó FFN là một mạng feed forward được sử dụng cho chiều cuối cùng của từ . w2i = softmax ( Mi ) v2i ∈ ℝn x de,FFN,acronym,sdu_aaai22_ae_vietnamese,1,0,23,26,train,vietnamese,
"Giải pháp cho học liên tục mà đồ án đưa ra có tên là Structure Compression - based Continual Learning ( SCCL ) , học liên tục dựa trên nén cấu trúc mạng ; được xây dựng để giải quyết các vấn đề về bộ nhớ sử dụng , mở rộng mạng của nhóm phương pháp dựa trên kiến",SCCL,acronym,sdu_aaai22_ae_vietnamese,1,0,104,108,train,vietnamese,
"Giải pháp cho học liên tục mà đồ án đưa ra có tên là Structure Compression - based Continual Learning ( SCCL ) , học liên tục dựa trên nén cấu trúc mạng ; được xây dựng để giải quyết các vấn đề về bộ nhớ sử dụng , mở rộng mạng của nhóm phương pháp dựa trên kiến",học liên tục dựa trên nén cấu trúc mạng,long_form,sdu_aaai22_ae_vietnamese,0,1,113,152,train,vietnamese,
"( 1 , nếu như có click nằm trong top K . HR@K =",HR@K,acronym,sdu_aaai22_ae_vietnamese,0,1,41,45,train,vietnamese,
"quan hệ thứ tự như đã nói , ngoài ra còn có thêm thông tin mô tả về người dùng hay item . Nhóm thứ hai gồm ba mô hình ITE - 2 , ITE - 3 và ITE - 4 , được xây dựng",ITE - 2,acronym,sdu_aaai22_ae_vietnamese,0,1,118,125,train,vietnamese,
"quan hệ thứ tự như đã nói , ngoài ra còn có thêm thông tin mô tả về người dùng hay item . Nhóm thứ hai gồm ba mô hình ITE - 2 , ITE - 3 và ITE - 4 , được xây dựng",ITE - 3,acronym,sdu_aaai22_ae_vietnamese,0,1,128,135,train,vietnamese,
"quan hệ thứ tự như đã nói , ngoài ra còn có thêm thông tin mô tả về người dùng hay item . Nhóm thứ hai gồm ba mô hình ITE - 2 , ITE - 3 và ITE - 4 , được xây dựng",ITE - 4,acronym,sdu_aaai22_ae_vietnamese,0,1,139,146,train,vietnamese,
"• w/o Dropout : Không cần • Dropout : droprate = 0.5 • ALV : init _ alpha = 0.5 , KL - weight = 0.01",w/o,acronym,sdu_aaai22_ae_vietnamese,0,1,2,5,train,vietnamese,
"• w/o Dropout : Không cần • Dropout : droprate = 0.5 • ALV : init _ alpha = 0.5 , KL - weight = 0.01",KL,acronym,sdu_aaai22_ae_vietnamese,1,0,82,84,train,vietnamese,
"• w/o Dropout : Không cần • Dropout : droprate = 0.5 • ALV : init _ alpha = 0.5 , KL - weight = 0.01",ALV,acronym,sdu_aaai22_ae_vietnamese,1,0,55,58,train,vietnamese,
"Với hi vọng có thể cải thiện hướng nghiên cứu CL nói chung , LCL ra đời và mong muốn của em cùng với nhóm nghiên cứu là có thể đưa được ý tưởng này kết hợp vào rất nhiều phương pháp khác nhau trong hướng nghiên cứu CL như SimCLR ,",CL,acronym,sdu_aaai22_ae_vietnamese,1,0,46,48,train,vietnamese,
"Với hi vọng có thể cải thiện hướng nghiên cứu CL nói chung , LCL ra đời và mong muốn của em cùng với nhóm nghiên cứu là có thể đưa được ý tưởng này kết hợp vào rất nhiều phương pháp khác nhau trong hướng nghiên cứu CL như SimCLR ,",LCL,acronym,sdu_aaai22_ae_vietnamese,1,0,61,64,train,vietnamese,
"Với hi vọng có thể cải thiện hướng nghiên cứu CL nói chung , LCL ra đời và mong muốn của em cùng với nhóm nghiên cứu là có thể đưa được ý tưởng này kết hợp vào rất nhiều phương pháp khác nhau trong hướng nghiên cứu CL như SimCLR ,",SimCLR,acronym,sdu_aaai22_ae_vietnamese,1,0,222,228,train,vietnamese,
"vụ cũ 5 . 2 . Từ quan sát trên hai tập dữ liệu , VBD - CL , UCL , AGS - CL cân bằng tính ổn định và",VBD - CL,acronym,sdu_aaai22_ae_vietnamese,0,1,49,57,train,vietnamese,
"vụ cũ 5 . 2 . Từ quan sát trên hai tập dữ liệu , VBD - CL , UCL , AGS - CL cân bằng tính ổn định và",UCL,acronym,sdu_aaai22_ae_vietnamese,1,0,60,63,train,vietnamese,
"vụ cũ 5 . 2 . Từ quan sát trên hai tập dữ liệu , VBD - CL , UCL , AGS - CL cân bằng tính ổn định và",AGS - CL,acronym,sdu_aaai22_ae_vietnamese,0,1,66,74,train,vietnamese,
2 . 3 . Mô hình chủ đề ẩn ( Latent Dirichlet Allocation ) 2 . 3 . 1 . Ý tưởng Mô hình Latent Dirichlet Allocation ( LDA ) là mô hình sinh xác xuất cho tập,LDA,acronym,sdu_aaai22_ae_vietnamese,1,0,116,119,train,vietnamese,
2 . 3 . Mô hình chủ đề ẩn ( Latent Dirichlet Allocation ) 2 . 3 . 1 . Ý tưởng Mô hình Latent Dirichlet Allocation ( LDA ) là mô hình sinh xác xuất cho tập,Mô hình chủ đề ẩn,long_form,sdu_aaai22_ae_vietnamese,0,1,8,25,train,vietnamese,
