doc_id,sentence,spanish_sentence,back_to_english_sentence,candidate,candidate_norm,best_back_translation_word,fuzz_ratio,term_failed_to_translate,is_named_entity,specialized,is_gold,gold_terms
1266,"Bro, stop cappin’, lowkey annoyed  ","Hombre, deja de hablar por hablar, estoy un poco molesto.","Listen, stop talking just to talk, I'm a bit annoyed.",lowkey,lowkey,talk,40.000,0,0,1,1,cappin’; lowkey
1267,"Mate, you ghosted again  ","Amigo, me has vuelto a esconder.","Friend, you've hidden from me again.",Mate,mate,me,66.667,0,0,1,0,ghosted
1267,"Mate, you ghosted again  ","Amigo, me has vuelto a esconder.","Friend, you've hidden from me again.",you,you,you've,66.667,0,0,1,0,ghosted
1267,"Mate, you ghosted again  ","Amigo, me has vuelto a esconder.","Friend, you've hidden from me again.",ghosted,ghosted,friend,30.769,0,0,1,1,ghosted
1268,"Mate, big yikes  ","Amigo, ¡gran horror.","Friend, great horror.",Mate,mate,great,44.444,0,0,1,0,yikes
1268,"Mate, big yikes  ","Amigo, ¡gran horror.","Friend, great horror.",big,big,great,25.000,0,0,1,0,yikes
1268,"Mate, big yikes  ","Amigo, ¡gran horror.","Friend, great horror.",yikes,yikes,friend,36.364,0,0,1,1,yikes
1269,"Bro, big yikes  ","Hombre, ¡gran horror!",Good heavens!,Bro,bro,good,28.571,0,1,1,0,yikes
1269,"Bro, big yikes  ","Hombre, ¡gran horror!",Good heavens!,big,big,good,28.571,0,0,1,0,yikes
1269,"Bro, big yikes  ","Hombre, ¡gran horror!",Good heavens!,yikes,yikes,heavens,33.333,0,0,1,1,yikes
1270,"Fam, this vibe is straight mid  ","Hombre, esta onda es completamente normal.","Dude, this is completely normal.",Fam,fam,normal,22.222,0,0,1,0,mid
1270,"Fam, this vibe is straight mid  ","Hombre, esta onda es completamente normal.","Dude, this is completely normal.",vibe,vibe,is,33.333,0,0,1,0,mid
1270,"Fam, this vibe is straight mid  ","Hombre, esta onda es completamente normal.","Dude, this is completely normal.",straight,straight,this,33.333,0,0,1,0,mid
1270,"Fam, this vibe is straight mid  ","Hombre, esta onda es completamente normal.","Dude, this is completely normal.",mid,mid,is,40.000,0,0,1,1,mid
1271,"Homie, whole squad waitin’  ","Hombre, toda la pandilla está esperando.","Buddy, the whole gang is waiting.",Homie,homie,whole,60.000,0,1,1,0,whole squad; waitin’
1271,"Homie, whole squad waitin’  ","Hombre, toda la pandilla está esperando.","Buddy, the whole gang is waiting.",squad,squad,buddy,40.000,0,0,1,1,whole squad; waitin’
1271,"Homie, whole squad waitin’  ","Hombre, toda la pandilla está esperando.","Buddy, the whole gang is waiting.",waitin,waitin,waiting,92.308,0,0,1,1,whole squad; waitin’
1272,"Yo, big yikes  ","Yo, ¡ay caramba!","Me, oh no!",Yo,yo,oh,50.000,0,0,1,0,yikes
1272,"Yo, big yikes  ","Yo, ¡ay caramba!","Me, oh no!",big,big,me,0.000,0,0,1,0,yikes
1272,"Yo, big yikes  ","Yo, ¡ay caramba!","Me, oh no!",yikes,yikes,me,28.571,0,0,1,1,yikes
1273,"Bro, touch some grass  ","Hombre, toca un poco de hierba","Man, take a little grass.",Bro,bro,grass,25.000,0,0,1,0,touch some grass
1273,"Bro, touch some grass  ","Hombre, toca un poco de hierba","Man, take a little grass.",touch,touch,take,22.222,0,0,1,1,touch some grass
1273,"Bro, touch some grass  ","Hombre, toca un poco de hierba","Man, take a little grass.",some,some,man,28.571,0,0,1,1,touch some grass
1274,"Bro, touch some grass  ","Hombre, toca un poco de hierba","Man, take a little grass.",Bro,bro,grass,25.000,0,0,1,0,touch some grass
1274,"Bro, touch some grass  ","Hombre, toca un poco de hierba","Man, take a little grass.",touch,touch,take,22.222,0,0,1,1,touch some grass
1274,"Bro, touch some grass  ","Hombre, toca un poco de hierba","Man, take a little grass.",some,some,man,28.571,0,0,1,1,touch some grass
1275,"Mate, pull up or stay sus  ","Amigo, sube o quédate aquí.","Friend, come up or stay here.",Mate,mate,come,50.000,0,0,1,0,sus
1275,"Mate, pull up or stay sus  ","Amigo, sube o quédate aquí.","Friend, come up or stay here.",pull,pull,up,33.333,0,0,1,0,sus
1275,"Mate, pull up or stay sus  ","Amigo, sube o quédate aquí.","Friend, come up or stay here.",sus,sus,up,40.000,0,0,1,1,sus
1276,"Yo, big yikes  ","Yo, ¡ay caramba!","Me, oh no!",Yo,yo,oh,50.000,0,0,1,0,yikes
1276,"Yo, big yikes  ","Yo, ¡ay caramba!","Me, oh no!",big,big,me,0.000,0,0,1,0,yikes
1276,"Yo, big yikes  ","Yo, ¡ay caramba!","Me, oh no!",yikes,yikes,me,28.571,0,0,1,1,yikes
1277,"Yo, lowkey flexin’  ","Yo, estoy mostrando un poco de orgullo.","I, am showing a little bit of pride.",Yo,yo,of,50.000,0,0,1,0,lowkey; flexin’
1277,"Yo, lowkey flexin’  ","Yo, estoy mostrando un poco de orgullo.","I, am showing a little bit of pride.",lowkey,lowkey,little,33.333,0,0,1,1,lowkey; flexin’
1277,"Yo, lowkey flexin’  ","Yo, estoy mostrando un poco de orgullo.","I, am showing a little bit of pride.",flexin,flexin,little,33.333,0,0,1,1,lowkey; flexin’
1278,"Bro, stop cappin’, lowkey annoyed  ","Hombre, deja de hablar por hablar, estoy un poco molesto.","Listen, stop talking just to talk, I'm a bit annoyed.",Bro,bro,to,40.000,0,1,1,0,cappin’; lowkey
1278,"Bro, stop cappin’, lowkey annoyed  ","Hombre, deja de hablar por hablar, estoy un poco molesto.","Listen, stop talking just to talk, I'm a bit annoyed.",cappin,cappin,talking,46.154,0,0,1,1,cappin’; lowkey
1278,"Bro, stop cappin’, lowkey annoyed  ","Hombre, deja de hablar por hablar, estoy un poco molesto.","Listen, stop talking just to talk, I'm a bit annoyed.",lowkey,lowkey,talk,40.000,0,0,1,1,cappin’; lowkey
1279,"Homie, big yikes  ","Amigo, gran asco","Friend, that's really disgusting.",Homie,homie,friend,36.364,0,1,1,0,yikes
1279,"Homie, big yikes  ","Amigo, gran asco","Friend, that's really disgusting.",big,big,disgusting,30.769,0,0,1,0,yikes
1279,"Homie, big yikes  ","Amigo, gran asco","Friend, that's really disgusting.",yikes,yikes,friend,36.364,0,0,1,1,yikes
1280,"Homie, skibidi outta here, sigma style  ","Amigo, skibidi fuera de aquí, estilo sigma","Friend, Skibidi out of here, sigma style",Homie,homie,here,44.444,0,1,1,0,skibidi outta here
1280,"Homie, skibidi outta here, sigma style  ","Amigo, skibidi fuera de aquí, estilo sigma","Friend, Skibidi out of here, sigma style",skibidi,skibidi,skibidi,100.000,1,0,1,1,skibidi outta here
1280,"Homie, skibidi outta here, sigma style  ","Amigo, skibidi fuera de aquí, estilo sigma","Friend, Skibidi out of here, sigma style",outta,outta,out,75.000,0,0,1,1,skibidi outta here
1280,"Homie, skibidi outta here, sigma style  ","Amigo, skibidi fuera de aquí, estilo sigma","Friend, Skibidi out of here, sigma style",sigma,sigma,sigma,100.000,1,0,1,0,skibidi outta here
1281,"Sis, IRL you fold faster than a Walmart chair  ","Sí, en la vida real, doblas más rápido que una silla de Walmart.","Yes, in real life, you spin faster than a Walmart office chair.",Sis,sis,spin,57.143,0,0,1,0,fold; IRL
1281,"Sis, IRL you fold faster than a Walmart chair  ","Sí, en la vida real, doblas más rápido que una silla de Walmart.","Yes, in real life, you spin faster than a Walmart office chair.",IRL,irl,real,57.143,0,1,1,1,fold; IRL
1281,"Sis, IRL you fold faster than a Walmart chair  ","Sí, en la vida real, doblas más rápido que una silla de Walmart.","Yes, in real life, you spin faster than a Walmart office chair.",fold,fold,you,28.571,0,0,1,1,fold; IRL
1282,"Fam, touch some grass  ","Hombre, toca un poco de hierba","Man, take a little grass.",Fam,fam,a,50.000,0,0,1,0,touch some grass
1282,"Fam, touch some grass  ","Hombre, toca un poco de hierba","Man, take a little grass.",touch,touch,take,22.222,0,0,1,1,touch some grass
1282,"Fam, touch some grass  ","Hombre, toca un poco de hierba","Man, take a little grass.",some,some,man,28.571,0,0,1,1,touch some grass
1283,"Fam, lowkey flexin’  ","Amigo, estoy mostrando un poco de orgullo.","Friend, I'm showing a bit of pride.",Fam,fam,a,50.000,0,0,1,0,lowkey; flexin’
1283,"Fam, lowkey flexin’  ","Amigo, estoy mostrando un poco de orgullo.","Friend, I'm showing a bit of pride.",lowkey,lowkey,showing,30.769,0,0,1,1,lowkey; flexin’
1283,"Fam, lowkey flexin’  ","Amigo, estoy mostrando un poco de orgullo.","Friend, I'm showing a bit of pride.",flexin,flexin,friend,50.000,0,0,1,1,lowkey; flexin’
1284,"Fam, stop cappin’, lowkey annoyed  ","Hombre, deja de hablar por hablar, estoy un poco molesto.","Listen, stop talking just to talk, I'm a bit annoyed.",Fam,fam,a,50.000,0,0,1,0,cappin’; lowkey
1284,"Fam, stop cappin’, lowkey annoyed  ","Hombre, deja de hablar por hablar, estoy un poco molesto.","Listen, stop talking just to talk, I'm a bit annoyed.",cappin,cappin,talking,46.154,0,0,1,1,cappin’; lowkey
1284,"Fam, stop cappin’, lowkey annoyed  ","Hombre, deja de hablar por hablar, estoy un poco molesto.","Listen, stop talking just to talk, I'm a bit annoyed.",lowkey,lowkey,talk,40.000,0,0,1,1,cappin’; lowkey
1285,"Yo, whole squad waitin’  ","Yo, toda la escuadra está esperando.","I, the whole crew is waiting.",Yo,yo,whole,28.571,0,0,1,0,whole squad; waitin’
1285,"Yo, whole squad waitin’  ","Yo, toda la escuadra está esperando.","I, the whole crew is waiting.",squad,squad,is,28.571,0,0,1,1,whole squad; waitin’
1285,"Yo, whole squad waitin’  ","Yo, toda la escuadra está esperando.","I, the whole crew is waiting.",waitin,waitin,waiting,92.308,0,0,1,1,whole squad; waitin’
1286,"Bro, skibidi outta here, sigma style  ","Hermano, skibidi fuera de aquí, estilo sigma","Brother, Skibidi out of here, Sigma style",Bro,bro,brother,60.000,0,1,1,0,skibidi outta here
1286,"Bro, skibidi outta here, sigma style  ","Hermano, skibidi fuera de aquí, estilo sigma","Brother, Skibidi out of here, Sigma style",skibidi,skibidi,skibidi,100.000,1,0,1,1,skibidi outta here
1286,"Bro, skibidi outta here, sigma style  ","Hermano, skibidi fuera de aquí, estilo sigma","Brother, Skibidi out of here, Sigma style",outta,outta,out,75.000,0,0,1,1,skibidi outta here
1286,"Bro, skibidi outta here, sigma style  ","Hermano, skibidi fuera de aquí, estilo sigma","Brother, Skibidi out of here, Sigma style",sigma,sigma,sigma,100.000,1,0,1,0,skibidi outta here
1287,"Bro, big yikes  ","Hombre, ¡gran horror!",Good heavens!,Bro,bro,good,28.571,0,1,1,0,yikes
1287,"Bro, big yikes  ","Hombre, ¡gran horror!",Good heavens!,big,big,good,28.571,0,0,1,0,yikes
1287,"Bro, big yikes  ","Hombre, ¡gran horror!",Good heavens!,yikes,yikes,heavens,33.333,0,0,1,1,yikes
1288,"Sis, whole squad waitin’  ","Hermano, toda la plantilla está esperando.","Brother, the whole team is waiting.",Sis,sis,is,80.000,0,0,1,0,whole squad; waitin’
1288,"Sis, whole squad waitin’  ","Hermano, toda la plantilla está esperando.","Brother, the whole team is waiting.",squad,squad,is,28.571,0,0,1,1,whole squad; waitin’
1288,"Sis, whole squad waitin’  ","Hermano, toda la plantilla está esperando.","Brother, the whole team is waiting.",waitin,waitin,waiting,92.308,0,0,1,1,whole squad; waitin’
1289,"Yo, pull up or stay sus  ","Yo, sube o quédate aquí.","You, go up or stay here.",Yo,yo,you,80.000,0,0,1,0,sus
1289,"Yo, pull up or stay sus  ","Yo, sube o quédate aquí.","You, go up or stay here.",pull,pull,up,33.333,0,0,1,0,sus
1289,"Yo, pull up or stay sus  ","Yo, sube o quédate aquí.","You, go up or stay here.",sus,sus,up,40.000,0,0,1,1,sus
1290,"Bro, big yikes  ","Hombre, ¡gran horror!",Good heavens!,Bro,bro,good,28.571,0,1,1,0,yikes
1290,"Bro, big yikes  ","Hombre, ¡gran horror!",Good heavens!,big,big,good,28.571,0,0,1,0,yikes
1290,"Bro, big yikes  ","Hombre, ¡gran horror!",Good heavens!,yikes,yikes,heavens,33.333,0,0,1,1,yikes
1291,"Mate, IRL you fold faster than a Walmart chair  ","Amigo, en la vida real, doblas más rápido que una silla de Walmart.","Friend, in real life, you spin faster than a Walmart office chair.",Mate,mate,faster,60.000,0,0,1,0,fold; IRL
1291,"Mate, IRL you fold faster than a Walmart chair  ","Amigo, en la vida real, doblas más rápido que una silla de Walmart.","Friend, in real life, you spin faster than a Walmart office chair.",IRL,irl,real,57.143,0,1,1,1,fold; IRL
1291,"Mate, IRL you fold faster than a Walmart chair  ","Amigo, en la vida real, doblas más rápido que una silla de Walmart.","Friend, in real life, you spin faster than a Walmart office chair.",fold,fold,friend,40.000,0,0,1,1,fold; IRL
1292,"Homie, lowkey flexin’  ","Amigo, un poco me estoy luciendo.","Friend, I'm feeling a bit off.",Homie,homie,friend,36.364,0,1,1,0,lowkey; flexin’
1292,"Homie, lowkey flexin’  ","Amigo, un poco me estoy luciendo.","Friend, I'm feeling a bit off.",lowkey,lowkey,off,22.222,0,0,1,1,lowkey; flexin’
1292,"Homie, lowkey flexin’  ","Amigo, un poco me estoy luciendo.","Friend, I'm feeling a bit off.",flexin,flexin,feeling,61.538,0,0,1,1,lowkey; flexin’
1293,"Homie, lowkey flexin’  ","Amigo, un poco me estoy luciendo.","Friend, I'm feeling a bit off.",Homie,homie,friend,36.364,0,1,1,0,lowkey; flexin’
1293,"Homie, lowkey flexin’  ","Amigo, un poco me estoy luciendo.","Friend, I'm feeling a bit off.",lowkey,lowkey,off,22.222,0,0,1,1,lowkey; flexin’
1293,"Homie, lowkey flexin’  ","Amigo, un poco me estoy luciendo.","Friend, I'm feeling a bit off.",flexin,flexin,feeling,61.538,0,0,1,1,lowkey; flexin’
1294,"Sis, stop cappin’, lowkey annoyed  ","Hermana, deja de hablar por hablar, estoy un poco molesta.","Sister, stop talking just to talk, I'm a bit annoyed.",Sis,sis,sister,66.667,0,0,1,0,cappin’; lowkey
1294,"Sis, stop cappin’, lowkey annoyed  ","Hermana, deja de hablar por hablar, estoy un poco molesta.","Sister, stop talking just to talk, I'm a bit annoyed.",cappin,cappin,talking,46.154,0,0,1,1,cappin’; lowkey
1294,"Sis, stop cappin’, lowkey annoyed  ","Hermana, deja de hablar por hablar, estoy un poco molesta.","Sister, stop talking just to talk, I'm a bit annoyed.",lowkey,lowkey,talk,40.000,0,0,1,1,cappin’; lowkey
1295,"Dude, lowkey flexin’  ","Hombre, estoy mostrando un poco de orgullo.","Gosh, I'm showing a bit of pride.",Dude,dude,pride,44.444,0,0,1,0,lowkey; flexin’
1295,"Dude, lowkey flexin’  ","Hombre, estoy mostrando un poco de orgullo.","Gosh, I'm showing a bit of pride.",lowkey,lowkey,showing,30.769,0,0,1,1,lowkey; flexin’
1295,"Dude, lowkey flexin’  ","Hombre, estoy mostrando un poco de orgullo.","Gosh, I'm showing a bit of pride.",flexin,flexin,showing,30.769,0,0,1,1,lowkey; flexin’
1296,"Sis, you ghosted again  ","Sis, me has vuelto a esconder.","Sis, you've hidden from me again.",Sis,sis,sis,100.000,1,0,1,0,ghosted
1296,"Sis, you ghosted again  ","Sis, me has vuelto a esconder.","Sis, you've hidden from me again.",you,you,you've,66.667,0,0,1,0,ghosted
1296,"Sis, you ghosted again  ","Sis, me has vuelto a esconder.","Sis, you've hidden from me again.",ghosted,ghosted,you've,30.769,0,0,1,1,ghosted
1297,"Mate, you ghosted again  ","Amigo, me has vuelto a esconder.","Friend, you've hidden from me again.",Mate,mate,me,66.667,0,0,1,0,ghosted
1297,"Mate, you ghosted again  ","Amigo, me has vuelto a esconder.","Friend, you've hidden from me again.",you,you,you've,66.667,0,0,1,0,ghosted
1297,"Mate, you ghosted again  ","Amigo, me has vuelto a esconder.","Friend, you've hidden from me again.",ghosted,ghosted,friend,30.769,0,0,1,1,ghosted
1298,"Bro, this vibe is straight mid  ","Hombre, esta onda es completamente mediocre.","Dude, this wave is completely mediocre.",Bro,bro,mediocre,18.182,0,0,1,0,mid
1298,"Bro, this vibe is straight mid  ","Hombre, esta onda es completamente mediocre.","Dude, this wave is completely mediocre.",vibe,vibe,wave,50.000,0,0,1,0,mid
1298,"Bro, this vibe is straight mid  ","Hombre, esta onda es completamente mediocre.","Dude, this wave is completely mediocre.",straight,straight,this,33.333,0,0,1,0,mid
1298,"Bro, this vibe is straight mid  ","Hombre, esta onda es completamente mediocre.","Dude, this wave is completely mediocre.",mid,mid,is,40.000,0,0,1,1,mid
1299,"Homie, this vibe is straight mid  ","Hombre, esta onda es completamente normal.","Dude, this is completely normal.",Homie,homie,this,44.444,0,1,1,0,mid
1299,"Homie, this vibe is straight mid  ","Hombre, esta onda es completamente normal.","Dude, this is completely normal.",vibe,vibe,is,33.333,0,0,1,0,mid
1299,"Homie, this vibe is straight mid  ","Hombre, esta onda es completamente normal.","Dude, this is completely normal.",straight,straight,this,33.333,0,0,1,0,mid
1299,"Homie, this vibe is straight mid  ","Hombre, esta onda es completamente normal.","Dude, this is completely normal.",mid,mid,is,40.000,0,0,1,1,mid
1300,"Mate, whole squad waitin’  ","Amigo, toda la escuadra está esperando.","Friend, the whole crew is waiting.",Mate,mate,the,57.143,0,0,1,0,whole squad; waitin’
1300,"Mate, whole squad waitin’  ","Amigo, toda la escuadra está esperando.","Friend, the whole crew is waiting.",squad,squad,is,28.571,0,0,1,1,whole squad; waitin’
1300,"Mate, whole squad waitin’  ","Amigo, toda la escuadra está esperando.","Friend, the whole crew is waiting.",waitin,waitin,waiting,92.308,0,0,1,1,whole squad; waitin’
1301,"Homie, touch some grass  ","Amigo, toca un poco de hierba.","Friend, take a little bit of grass.",Homie,homie,friend,36.364,0,1,1,0,touch some grass
1301,"Homie, touch some grass  ","Amigo, toca un poco de hierba.","Friend, take a little bit of grass.",touch,touch,of,28.571,0,0,1,1,touch some grass
1301,"Homie, touch some grass  ","Amigo, toca un poco de hierba.","Friend, take a little bit of grass.",some,some,of,33.333,0,0,1,1,touch some grass
1302,"Fam, skibidi outta here, sigma style  ","Amigo, skibidi vámonos de aquí, estilo sigma","Friend, Skibidi let's go from here, sigma style",Fam,fam,from,57.143,0,0,1,0,skibidi outta here
1302,"Fam, skibidi outta here, sigma style  ","Amigo, skibidi vámonos de aquí, estilo sigma","Friend, Skibidi let's go from here, sigma style",skibidi,skibidi,skibidi,100.000,1,0,1,1,skibidi outta here
1302,"Fam, skibidi outta here, sigma style  ","Amigo, skibidi vámonos de aquí, estilo sigma","Friend, Skibidi let's go from here, sigma style",outta,outta,go,28.571,0,0,1,1,skibidi outta here
1302,"Fam, skibidi outta here, sigma style  ","Amigo, skibidi vámonos de aquí, estilo sigma","Friend, Skibidi let's go from here, sigma style",sigma,sigma,sigma,100.000,1,0,1,0,skibidi outta here
1303,"Sis, you ghosted again  ","Sis, me has vuelto a esconder.","Sis, you've hidden from me again.",Sis,sis,sis,100.000,1,0,1,0,ghosted
1303,"Sis, you ghosted again  ","Sis, me has vuelto a esconder.","Sis, you've hidden from me again.",you,you,you've,66.667,0,0,1,0,ghosted
1303,"Sis, you ghosted again  ","Sis, me has vuelto a esconder.","Sis, you've hidden from me again.",ghosted,ghosted,you've,30.769,0,0,1,1,ghosted
1304,"Yo, skibidi outta here, sigma style  ","Yo, skibidi fuera de aquí, estilo sigma","I, skibidi, get out of here, sigma style",Yo,yo,of,50.000,0,0,1,0,skibidi outta here
1304,"Yo, skibidi outta here, sigma style  ","Yo, skibidi fuera de aquí, estilo sigma","I, skibidi, get out of here, sigma style",skibidi,skibidi,skibidi,100.000,1,0,1,1,skibidi outta here
1304,"Yo, skibidi outta here, sigma style  ","Yo, skibidi fuera de aquí, estilo sigma","I, skibidi, get out of here, sigma style",outta,outta,out,75.000,0,0,1,1,skibidi outta here
1304,"Yo, skibidi outta here, sigma style  ","Yo, skibidi fuera de aquí, estilo sigma","I, skibidi, get out of here, sigma style",sigma,sigma,sigma,100.000,1,0,1,0,skibidi outta here
1305,"Mate, pull up or stay sus  ","Amigo, sube o quédate aquí.","Friend, come up or stay here.",Mate,mate,come,50.000,0,0,1,0,sus
1305,"Mate, pull up or stay sus  ","Amigo, sube o quédate aquí.","Friend, come up or stay here.",pull,pull,up,33.333,0,0,1,0,sus
1305,"Mate, pull up or stay sus  ","Amigo, sube o quédate aquí.","Friend, come up or stay here.",sus,sus,up,40.000,0,0,1,1,sus
1306,"Mate, stop cappin’, lowkey annoyed  ","Amigo, deja de hablar por hablar, estoy un poco molesto.","Friend, stop talking just to talk, I'm a bit annoyed.",Mate,mate,a,40.000,0,0,1,0,cappin’; lowkey
1306,"Mate, stop cappin’, lowkey annoyed  ","Amigo, deja de hablar por hablar, estoy un poco molesto.","Friend, stop talking just to talk, I'm a bit annoyed.",cappin,cappin,talking,46.154,0,0,1,1,cappin’; lowkey
1306,"Mate, stop cappin’, lowkey annoyed  ","Amigo, deja de hablar por hablar, estoy un poco molesto.","Friend, stop talking just to talk, I'm a bit annoyed.",lowkey,lowkey,talk,40.000,0,0,1,1,cappin’; lowkey
1307,"Bro, big yikes  ","Hombre, ¡gran horror!",Good heavens!,Bro,bro,good,28.571,0,1,1,0,yikes
1307,"Bro, big yikes  ","Hombre, ¡gran horror!",Good heavens!,big,big,good,28.571,0,0,1,0,yikes
1307,"Bro, big yikes  ","Hombre, ¡gran horror!",Good heavens!,yikes,yikes,heavens,33.333,0,0,1,1,yikes
1308,"Dude, this vibe is straight mid  ","Hombre, esta onda es completamente mediocre.","Dude, this wave is completely mediocre.",vibe,vibe,wave,50.000,0,0,1,0,mid
1308,"Dude, this vibe is straight mid  ","Hombre, esta onda es completamente mediocre.","Dude, this wave is completely mediocre.",straight,straight,this,33.333,0,0,1,0,mid
1308,"Dude, this vibe is straight mid  ","Hombre, esta onda es completamente mediocre.","Dude, this wave is completely mediocre.",mid,mid,is,40.000,0,0,1,1,mid
1309,"Bro, pull up or stay sus  ","Hombre, ven acá o quédate ahí","Buddy, come here or stay there.",Bro,bro,or,40.000,0,0,1,0,sus
1309,"Bro, pull up or stay sus  ","Hombre, ven acá o quédate ahí","Buddy, come here or stay there.",pull,pull,buddy,22.222,0,0,1,0,sus
1309,"Bro, pull up or stay sus  ","Hombre, ven acá o quédate ahí","Buddy, come here or stay there.",up,up,buddy,28.571,0,0,1,0,sus
1309,"Bro, pull up or stay sus  ","Hombre, ven acá o quédate ahí","Buddy, come here or stay there.",sus,sus,stay,28.571,0,0,1,1,sus
1310,"Dude, you ghosted again  ","Hombre, me has vuelto a esconder.","Man, you've hidden from me again.",Dude,dude,hidden,60.000,0,0,1,0,ghosted
1310,"Dude, you ghosted again  ","Hombre, me has vuelto a esconder.","Man, you've hidden from me again.",you,you,you've,66.667,0,0,1,0,ghosted
1310,"Dude, you ghosted again  ","Hombre, me has vuelto a esconder.","Man, you've hidden from me again.",ghosted,ghosted,you've,30.769,0,0,1,1,ghosted
1311,"Mate, skibidi outta here, sigma style  ","Amigo, skibidi fuera de aquí, estilo sigma","Friend, Skibidi out of here, sigma style",Mate,mate,sigma,44.444,0,0,1,0,skibidi outta here
1311,"Mate, skibidi outta here, sigma style  ","Amigo, skibidi fuera de aquí, estilo sigma","Friend, Skibidi out of here, sigma style",skibidi,skibidi,skibidi,100.000,1,0,1,1,skibidi outta here
1311,"Mate, skibidi outta here, sigma style  ","Amigo, skibidi fuera de aquí, estilo sigma","Friend, Skibidi out of here, sigma style",outta,outta,out,75.000,0,0,1,1,skibidi outta here
1311,"Mate, skibidi outta here, sigma style  ","Amigo, skibidi fuera de aquí, estilo sigma","Friend, Skibidi out of here, sigma style",sigma,sigma,sigma,100.000,1,0,1,0,skibidi outta here
1312,"Bro, IRL you fold faster than a Walmart chair  ","Hombre, en la vida real, doblas más rápido que una silla de Walmart.","Geez, in real life, you can spin around faster than a Walmart chair.",Bro,bro,around,44.444,0,1,1,0,fold; IRL
1312,"Bro, IRL you fold faster than a Walmart chair  ","Hombre, en la vida real, doblas más rápido que una silla de Walmart.","Geez, in real life, you can spin around faster than a Walmart chair.",IRL,irl,real,57.143,0,1,1,1,fold; IRL
1312,"Bro, IRL you fold faster than a Walmart chair  ","Hombre, en la vida real, doblas más rápido que una silla de Walmart.","Geez, in real life, you can spin around faster than a Walmart chair.",fold,fold,around,40.000,0,0,1,1,fold; IRL
1313,"Homie, IRL you fold faster than a Walmart chair  ","Amigo, en la vida real, doblas más rápido que una silla de Walmart.","Friend, in real life, you spin faster than a Walmart office chair.",Homie,homie,office,54.545,0,1,1,0,fold; IRL
1313,"Homie, IRL you fold faster than a Walmart chair  ","Amigo, en la vida real, doblas más rápido que una silla de Walmart.","Friend, in real life, you spin faster than a Walmart office chair.",IRL,irl,real,57.143,0,1,1,1,fold; IRL
1313,"Homie, IRL you fold faster than a Walmart chair  ","Amigo, en la vida real, doblas más rápido que una silla de Walmart.","Friend, in real life, you spin faster than a Walmart office chair.",fold,fold,friend,40.000,0,0,1,1,fold; IRL
1314,"Yo, whole squad waitin’  ","Yo, toda la escuadra está esperando.","I, the whole crew is waiting.",Yo,yo,whole,28.571,0,0,1,0,whole squad; waitin’
1314,"Yo, whole squad waitin’  ","Yo, toda la escuadra está esperando.","I, the whole crew is waiting.",squad,squad,is,28.571,0,0,1,1,whole squad; waitin’
1314,"Yo, whole squad waitin’  ","Yo, toda la escuadra está esperando.","I, the whole crew is waiting.",waitin,waitin,waiting,92.308,0,0,1,1,whole squad; waitin’
1315,"Homie, stop cappin’, lowkey annoyed  ","Amigo, detente con eso, estoy un poco molesto.","Friend, stop that, I'm a bit annoyed.",Homie,homie,friend,36.364,0,1,1,0,cappin’; lowkey
1315,"Homie, stop cappin’, lowkey annoyed  ","Amigo, detente con eso, estoy un poco molesto.","Friend, stop that, I'm a bit annoyed.",cappin,cappin,friend,33.333,0,0,1,1,cappin’; lowkey
1315,"Homie, stop cappin’, lowkey annoyed  ","Amigo, detente con eso, estoy un poco molesto.","Friend, stop that, I'm a bit annoyed.",lowkey,lowkey,annoyed,30.769,0,0,1,1,cappin’; lowkey
1316,"Mate, big yikes  ","Amigo, ¡gran horror.","Friend, great horror.",Mate,mate,great,44.444,0,0,1,0,yikes
1316,"Mate, big yikes  ","Amigo, ¡gran horror.","Friend, great horror.",big,big,great,25.000,0,0,1,0,yikes
1316,"Mate, big yikes  ","Amigo, ¡gran horror.","Friend, great horror.",yikes,yikes,friend,36.364,0,0,1,1,yikes
1317,"Bruh, you ghosted again  ","Hombre, me has vuelto a dejar de lado de nuevo.","Man, you've left me behind again.",Bruh,bruh,behind,40.000,0,0,1,0,ghosted
1317,"Bruh, you ghosted again  ","Hombre, me has vuelto a dejar de lado de nuevo.","Man, you've left me behind again.",you,you,you've,66.667,0,0,1,0,ghosted
1317,"Bruh, you ghosted again  ","Hombre, me has vuelto a dejar de lado de nuevo.","Man, you've left me behind again.",ghosted,ghosted,you've,30.769,0,0,1,1,ghosted
1318,"Mate, IRL you fold faster than a Walmart chair  ","Amigo, en la vida real, doblas más rápido que una silla de Walmart.","Friend, in real life, you spin faster than a Walmart office chair.",Mate,mate,faster,60.000,0,0,1,0,fold; IRL
1318,"Mate, IRL you fold faster than a Walmart chair  ","Amigo, en la vida real, doblas más rápido que una silla de Walmart.","Friend, in real life, you spin faster than a Walmart office chair.",IRL,irl,real,57.143,0,1,1,1,fold; IRL
1318,"Mate, IRL you fold faster than a Walmart chair  ","Amigo, en la vida real, doblas más rápido que una silla de Walmart.","Friend, in real life, you spin faster than a Walmart office chair.",fold,fold,friend,40.000,0,0,1,1,fold; IRL
1319,"Homie, you ghosted again  ","Amigo, me has vuelto a esconder.","Friend, you've hidden from me again.",Homie,homie,me,57.143,0,1,1,0,ghosted
